a,o,h,l,c,v,t
253.72,254.0,254.0,253.0,253.0,28,2022-07-25 09:33:00
253.72,253.0,253.0,252.5,252.5,3,2022-07-25 09:34:00
253.71,252.5,252.5,252.5,252.5,6,2022-07-25 09:35:00
253.71,252.5,253.0,252.5,253.0,3,2022-07-25 09:36:00
253.71,253.0,253.0,252.5,252.5,8,2022-07-25 09:37:00
253.67,252.5,252.5,250.5,251.0,37,2022-07-25 09:38:00
253.64,250.5,250.5,250.0,250.0,21,2022-07-25 09:39:00
253.62,250.5,251.5,250.5,251.0,18,2022-07-25 09:40:00
253.62,252.0,252.0,252.0,252.0,3,2022-07-25 09:41:00
253.62,252.5,253.5,252.5,253.5,14,2022-07-25 09:42:00
253.62,253.5,254.5,253.0,254.5,13,2022-07-25 09:43:00
253.63,254.5,254.5,254.0,254.5,22,2022-07-25 09:44:00
253.63,254.5,255.0,254.5,254.5,13,2022-07-25 09:45:00
253.63,254.0,254.0,254.0,254.0,18,2022-07-25 09:46:00
253.64,254.0,254.0,254.0,254.0,3,2022-07-25 09:47:00
253.64,254.0,254.0,253.5,253.5,8,2022-07-25 09:48:00
253.63,253.0,253.0,253.0,253.0,2,2022-07-25 09:49:00
253.63,252.5,252.5,252.0,252.0,9,2022-07-25 09:50:00
253.55,252.5,252.5,250.0,250.0,73,2022-07-25 09:51:00
253.54,250.5,251.5,250.5,251.5,10,2022-07-25 09:52:00
253.54,251.5,252.5,251.5,252.5,10,2022-07-25 09:53:00
253.53,252.5,252.5,252.0,252.0,5,2022-07-25 09:54:00
253.53,252.0,252.0,252.0,252.0,9,2022-07-25 09:55:00
253.53,252.0,252.0,252.0,252.0,4,2022-07-25 09:56:00
253.52,252.0,253.0,252.0,253.0,7,2022-07-25 09:57:00
253.52,253.5,254.0,253.5,254.0,16,2022-07-25 09:58:00
253.52,254.0,254.0,253.0,253.5,26,2022-07-25 09:59:00
253.52,253.5,253.5,253.0,253.0,4,2022-07-25 10:00:00
253.52,252.5,252.5,252.5,252.5,1,2022-07-25 10:01:00
253.52,252.5,253.0,252.5,253.0,7,2022-07-25 10:02:00
253.52,253.0,253.0,253.0,253.0,3,2022-07-25 10:03:00
253.52,253.0,253.0,253.0,253.0,2,2022-07-25 10:04:00
253.52,252.5,252.5,252.5,252.5,2,2022-07-25 10:05:00
253.52,252.5,252.5,252.5,252.5,5,2022-07-25 10:06:00
253.52,252.5,253.0,252.5,253.0,4,2022-07-25 10:07:00
253.52,253.0,253.5,253.0,253.5,24,2022-07-25 10:08:00
253.52,254.0,255.0,253.5,255.0,33,2022-07-25 10:09:00
253.53,255.0,255.0,253.5,253.5,15,2022-07-25 10:10:00
253.53,254.0,254.5,254.0,254.5,4,2022-07-25 10:11:00
253.53,254.0,254.5,254.0,254.5,9,2022-07-25 10:12:00
253.54,254.5,255.0,254.5,254.5,19,2022-07-25 10:13:00
253.54,254.0,254.0,254.0,254.0,4,2022-07-25 10:14:00
253.54,254.0,254.0,254.0,254.0,1,2022-07-25 10:15:00
253.54,254.0,254.0,254.0,254.0,1,2022-07-25 10:16:00
253.54,254.0,254.0,253.5,253.5,7,2022-07-25 10:17:00
253.54,254.0,254.0,254.0,254.0,1,2022-07-25 10:20:00
253.54,254.0,254.0,254.0,254.0,5,2022-07-25 10:22:00
253.54,254.0,254.0,254.0,254.0,2,2022-07-25 10:23:00
253.54,254.0,254.0,253.5,253.5,11,2022-07-25 10:24:00
253.54,253.5,253.5,253.5,253.5,1,2022-07-25 10:26:00
253.54,253.0,253.0,253.0,253.0,1,2022-07-25 10:27:00
253.54,253.0,253.0,252.5,252.5,17,2022-07-25 10:28:00
253.53,252.0,252.0,251.5,251.5,13,2022-07-25 10:29:00
253.52,251.5,251.5,251.0,251.0,8,2022-07-25 10:30:00
253.52,251.5,251.5,251.5,251.5,2,2022-07-25 10:31:00
253.52,251.5,252.5,251.5,252.5,7,2022-07-25 10:33:00
253.45,251.5,251.5,249.5,249.5,67,2022-07-25 10:34:00
253.44,249.5,250.0,249.0,250.0,8,2022-07-25 10:35:00
253.43,250.0,251.5,250.0,251.5,10,2022-07-25 10:36:00
253.43,250.5,250.5,250.0,250.0,3,2022-07-25 10:37:00
253.42,250.5,250.5,250.0,250.5,7,2022-07-25 10:38:00
253.42,250.5,250.5,250.5,250.5,2,2022-07-25 10:39:00
253.42,250.0,250.0,250.0,250.0,1,2022-07-25 10:40:00
253.41,250.0,250.0,250.0,250.0,1,2022-07-25 10:41:00
253.41,251.0,251.0,250.5,250.5,8,2022-07-25 10:42:00
253.41,251.0,251.0,251.0,251.0,3,2022-07-25 10:43:00
253.4,251.5,251.5,251.0,251.0,5,2022-07-25 10:44:00
253.4,251.0,251.5,251.0,251.5,3,2022-07-25 10:45:00
253.4,251.0,251.0,251.0,251.0,2,2022-07-25 10:46:00
253.39,250.5,250.5,250.5,250.5,9,2022-07-25 10:47:00
253.39,251.0,251.0,251.0,251.0,1,2022-07-25 10:49:00
253.39,251.0,251.5,251.0,251.5,3,2022-07-25 10:50:00
253.38,251.5,251.5,251.0,251.0,7,2022-07-25 10:51:00
253.38,250.5,250.5,250.5,250.5,2,2022-07-25 10:52:00
253.38,250.5,250.5,250.5,250.5,2,2022-07-25 10:53:00
253.38,250.5,250.5,250.5,250.5,1,2022-07-25 10:54:00
253.35,250.0,250.5,250.0,250.5,25,2022-07-25 10:55:00
253.35,250.0,250.0,250.0,250.0,1,2022-07-25 10:56:00
253.32,250.0,250.0,249.0,249.0,21,2022-07-25 10:57:00
253.3,249.0,249.0,249.0,249.0,15,2022-07-25 10:58:00
253.3,249.0,249.0,249.0,249.0,4,2022-07-25 10:59:00
253.28,249.0,249.0,248.5,249.0,12,2022-07-25 11:00:00
253.27,249.0,249.0,249.0,249.0,8,2022-07-25 11:01:00
253.26,249.0,249.5,249.0,249.5,4,2022-07-25 11:02:00
253.26,249.5,250.0,249.5,250.0,5,2022-07-25 11:04:00
253.25,250.0,250.0,249.5,249.5,4,2022-07-25 11:05:00
253.25,249.0,249.0,249.0,249.0,2,2022-07-25 11:07:00
253.21,249.0,249.0,248.5,248.5,29,2022-07-25 11:08:00
253.13,248.5,248.5,247.5,247.5,55,2022-07-25 11:09:00
253.07,247.5,247.5,247.0,247.0,34,2022-07-25 11:10:00
253.0,247.0,247.0,246.0,246.5,34,2022-07-25 11:11:00
252.96,246.5,247.0,246.5,246.5,22,2022-07-25 11:12:00
252.93,246.5,247.0,246.5,246.5,16,2022-07-25 11:13:00
252.9,247.0,248.0,247.0,247.5,17,2022-07-25 11:14:00
252.89,247.5,248.0,247.5,248.0,11,2022-07-25 11:15:00
252.88,248.0,248.0,248.0,248.0,5,2022-07-25 11:16:00
252.88,248.5,248.5,248.5,248.5,4,2022-07-25 11:17:00
252.85,248.5,248.5,248.0,248.0,19,2022-07-25 11:18:00
252.85,248.5,248.5,248.5,248.5,1,2022-07-25 11:19:00
252.85,248.5,248.5,248.5,248.5,1,2022-07-25 11:20:00
252.84,248.0,248.0,248.0,248.0,7,2022-07-25 11:21:00
252.83,248.5,248.5,248.0,248.5,3,2022-07-25 11:22:00
252.83,248.5,249.0,248.5,249.0,5,2022-07-25 11:23:00
252.82,249.0,249.0,248.5,248.5,4,2022-07-25 11:24:00
252.82,248.5,248.5,248.5,248.5,1,2022-07-25 11:25:00
252.81,248.5,248.5,248.5,248.5,7,2022-07-25 11:27:00
252.81,248.5,248.5,248.5,248.5,5,2022-07-25 11:28:00
252.79,249.0,249.0,249.0,249.0,16,2022-07-25 11:29:00
252.78,249.5,250.0,249.5,250.0,7,2022-07-25 11:30:00
252.78,250.0,250.0,250.0,250.0,4,2022-07-25 11:31:00
252.77,249.5,250.0,249.5,249.5,8,2022-07-25 11:32:00
252.77,249.5,249.5,249.5,249.5,1,2022-07-25 11:34:00
252.77,249.5,249.5,249.5,249.5,2,2022-07-25 11:35:00
252.76,249.5,249.5,249.0,249.0,10,2022-07-25 11:36:00
252.76,249.0,249.0,249.0,249.0,1,2022-07-25 11:37:00
252.76,248.5,248.5,248.5,248.5,3,2022-07-25 11:38:00
252.74,248.5,248.5,248.5,248.5,10,2022-07-25 11:39:00
252.74,248.5,248.5,248.5,248.5,1,2022-07-25 11:41:00
252.74,248.5,248.5,248.0,248.0,4,2022-07-25 11:42:00
252.73,248.0,248.0,248.0,248.0,2,2022-07-25 11:43:00
252.73,248.0,248.0,248.0,248.0,1,2022-07-25 11:44:00
252.73,248.5,248.5,248.5,248.5,1,2022-07-25 11:47:00
252.73,248.0,248.0,248.0,248.0,2,2022-07-25 11:48:00
252.73,248.5,248.5,248.5,248.5,2,2022-07-25 11:49:00
252.73,248.5,248.5,248.5,248.5,1,2022-07-25 11:55:00
252.7,248.5,248.5,247.5,247.5,18,2022-07-25 11:56:00
252.66,247.5,247.5,247.0,247.0,27,2022-07-25 11:57:00
252.65,247.0,247.0,247.0,247.0,7,2022-07-25 11:58:00
252.64,247.5,247.5,247.5,247.5,3,2022-07-25 11:59:00
252.64,247.5,247.5,247.5,247.5,1,2022-07-25 12:00:00
252.64,247.5,247.5,247.5,247.5,3,2022-07-25 12:01:00
252.64,247.5,247.5,247.5,247.5,2,2022-07-25 12:02:00
252.63,247.5,247.5,247.5,247.5,2,2022-07-25 12:03:00
252.62,247.0,247.0,246.5,246.5,10,2022-07-25 12:04:00
252.6,246.5,246.5,246.5,246.5,8,2022-07-25 12:05:00
252.6,246.5,246.5,246.5,246.5,4,2022-07-25 12:06:00
252.59,246.5,246.5,246.5,246.5,6,2022-07-25 12:07:00
252.57,246.5,246.5,246.5,246.5,11,2022-07-25 12:08:00
252.56,247.0,247.0,247.0,247.0,3,2022-07-25 12:09:00
252.55,247.0,247.5,247.0,247.5,7,2022-07-25 12:10:00
252.55,247.5,247.5,247.5,247.5,1,2022-07-25 12:13:00
252.55,247.5,247.5,247.5,247.5,5,2022-07-25 12:14:00
252.54,247.5,247.5,247.5,247.5,3,2022-07-25 12:15:00
252.54,247.5,247.5,247.5,247.5,1,2022-07-25 12:17:00
252.53,247.0,247.0,246.5,246.5,4,2022-07-25 12:18:00
252.53,246.5,246.5,246.5,246.5,1,2022-07-25 12:19:00
252.53,246.5,246.5,246.5,246.5,3,2022-07-25 12:20:00
252.52,246.5,246.5,246.5,246.5,5,2022-07-25 12:21:00
252.52,247.0,247.0,247.0,247.0,2,2022-07-25 12:22:00
252.5,246.5,246.5,246.5,246.5,10,2022-07-25 12:23:00
252.5,246.5,246.5,246.5,246.5,2,2022-07-25 12:24:00
252.41,246.5,246.5,245.5,245.5,53,2022-07-25 12:25:00
252.39,245.5,245.5,245.0,245.0,10,2022-07-25 12:26:00
252.31,245.0,245.5,245.0,245.0,39,2022-07-25 12:27:00
252.24,245.0,245.0,243.0,244.5,36,2022-07-25 12:28:00
252.21,243.5,244.5,243.5,244.5,12,2022-07-25 12:29:00
252.2,245.0,245.0,245.0,245.0,7,2022-07-25 12:30:00
252.2,245.0,245.0,245.0,245.0,1,2022-07-25 12:31:00
252.19,245.0,245.0,245.0,245.0,4,2022-07-25 12:32:00
252.18,245.0,245.0,244.5,244.5,3,2022-07-25 12:33:00
252.16,244.0,244.0,244.0,244.0,10,2022-07-25 12:34:00
252.14,244.0,244.5,244.0,244.0,9,2022-07-25 12:35:00
252.13,244.0,244.0,244.0,244.0,7,2022-07-25 12:36:00
252.13,244.0,244.0,244.0,244.0,1,2022-07-25 12:37:00
252.12,244.0,244.0,244.0,244.0,3,2022-07-25 12:38:00
252.12,244.0,244.0,244.0,244.0,2,2022-07-25 12:39:00
252.1,244.0,244.0,243.5,244.0,8,2022-07-25 12:40:00
252.08,244.0,244.0,243.5,243.5,9,2022-07-25 12:41:00
252.04,243.5,243.5,243.0,243.0,17,2022-07-25 12:42:00
252.0,243.0,243.5,243.0,243.5,18,2022-07-25 12:43:00
251.99,243.5,243.5,243.0,243.0,7,2022-07-25 12:44:00
251.97,243.0,243.0,243.0,243.0,10,2022-07-25 12:45:00
251.94,243.0,243.0,242.5,243.0,10,2022-07-25 12:46:00
251.94,243.0,243.0,243.0,243.0,1,2022-07-25 12:47:00
251.94,243.0,243.0,243.0,243.0,2,2022-07-25 12:48:00
251.93,243.0,243.5,243.0,243.5,4,2022-07-25 12:49:00
251.92,243.5,243.5,243.5,243.5,2,2022-07-25 12:50:00
251.92,243.5,243.5,243.5,243.5,4,2022-07-25 12:51:00
251.91,243.5,243.5,243.5,243.5,2,2022-07-25 12:52:00
251.9,243.0,243.5,243.0,243.5,3,2022-07-25 12:53:00
251.9,243.5,243.5,243.5,243.5,1,2022-07-25 12:54:00
251.9,243.5,244.0,243.5,244.0,2,2022-07-25 12:55:00
251.88,244.0,244.0,244.0,244.0,9,2022-07-25 12:56:00
251.85,244.5,244.5,244.5,244.5,18,2022-07-25 12:57:00
251.84,245.0,245.0,244.5,244.5,5,2022-07-25 12:58:00
251.82,244.5,244.5,244.0,244.0,8,2022-07-25 12:59:00
251.82,244.0,244.0,244.0,244.0,3,2022-07-25 13:01:00
251.81,244.0,244.0,244.0,244.0,2,2022-07-25 13:03:00
251.81,244.0,244.0,244.0,244.0,1,2022-07-25 13:04:00
251.8,244.0,244.0,244.0,244.0,7,2022-07-25 13:05:00
251.79,244.0,244.0,244.0,244.0,5,2022-07-25 13:06:00
251.78,243.5,243.5,243.5,243.5,4,2022-07-25 13:07:00
251.73,243.5,243.5,243.0,243.5,23,2022-07-25 13:08:00
251.73,243.0,243.0,243.0,243.0,1,2022-07-25 13:09:00
251.69,243.0,243.0,242.5,242.5,20,2022-07-25 13:10:00
251.58,242.5,242.5,241.5,241.5,46,2022-07-25 13:11:00
251.52,242.0,242.0,241.0,242.0,24,2022-07-25 13:12:00
251.47,241.5,242.5,241.5,242.0,24,2022-07-25 13:13:00
251.46,242.0,242.0,242.0,242.0,3,2022-07-25 13:14:00
251.45,242.0,242.0,242.0,242.0,4,2022-07-25 13:15:00
251.45,242.0,242.0,242.0,242.0,2,2022-07-25 13:16:00
251.44,242.0,242.5,242.0,242.0,4,2022-07-25 13:17:00
251.43,242.0,242.0,242.0,242.0,7,2022-07-25 13:18:00
251.4,242.0,242.0,242.0,242.0,10,2022-07-25 13:19:00
251.37,242.0,242.0,241.5,241.5,15,2022-07-25 13:20:00
251.31,241.5,241.5,241.0,241.0,26,2022-07-25 13:21:00
251.25,241.0,241.0,240.5,241.0,24,2022-07-25 13:22:00
251.17,241.0,242.0,241.0,242.0,36,2022-07-25 13:23:00
251.15,242.0,242.0,241.0,241.0,10,2022-07-25 13:24:00
251.1,241.0,241.5,241.0,241.5,19,2022-07-25 13:25:00
250.68,241.0,241.0,241.0,241.0,192,2022-07-25 13:30:00
