a,o,h,l,c,v,t
40.6,40.7,40.7,40.7,40.7,6,2022-07-25 10:01:00
40.6,40.7,40.7,40.7,40.7,3,2022-07-25 10:02:00
40.6,40.7,40.85,40.7,40.85,43,2022-07-25 10:03:00
40.61,40.85,40.9,40.85,40.9,26,2022-07-25 10:04:00
40.62,40.9,40.95,40.9,40.95,70,2022-07-25 10:05:00
40.62,40.9,40.95,40.9,40.9,10,2022-07-25 10:06:00
40.62,40.95,40.95,40.9,40.9,15,2022-07-25 10:07:00
40.63,40.9,40.95,40.85,40.95,48,2022-07-25 10:08:00
40.64,41.0,41.1,41.0,41.05,110,2022-07-25 10:09:00
40.65,41.05,41.15,41.05,41.1,56,2022-07-25 10:10:00
40.67,41.1,41.2,41.1,41.2,58,2022-07-25 10:11:00
40.67,41.2,41.2,41.15,41.15,25,2022-07-25 10:12:00
40.69,41.15,41.3,41.1,41.2,85,2022-07-25 10:13:00
40.69,41.15,41.15,41.05,41.05,26,2022-07-25 10:14:00
40.69,41.1,41.1,41.05,41.05,2,2022-07-25 10:15:00
40.7,41.05,41.05,41.0,41.0,35,2022-07-25 10:16:00
40.7,41.0,41.0,41.0,41.0,9,2022-07-25 10:17:00
40.7,41.0,41.0,40.95,40.95,9,2022-07-25 10:18:00
40.7,40.95,40.95,40.95,40.95,2,2022-07-25 10:19:00
40.7,40.9,40.95,40.9,40.9,10,2022-07-25 10:20:00
40.7,40.9,40.9,40.9,40.9,10,2022-07-25 10:21:00
40.7,40.9,40.9,40.85,40.9,6,2022-07-25 10:22:00
40.7,40.9,40.9,40.85,40.85,8,2022-07-25 10:23:00
40.7,40.85,40.85,40.85,40.85,3,2022-07-25 10:24:00
40.7,40.85,40.85,40.85,40.85,3,2022-07-25 10:25:00
40.7,40.9,40.9,40.9,40.9,1,2022-07-25 10:27:00
40.7,40.9,40.9,40.85,40.9,17,2022-07-25 10:28:00
40.7,40.85,40.85,40.85,40.85,24,2022-07-25 10:30:00
40.7,40.85,40.85,40.8,40.8,2,2022-07-25 10:31:00
40.7,40.8,40.85,40.8,40.85,2,2022-07-25 10:32:00
40.7,40.8,40.85,40.8,40.85,11,2022-07-25 10:33:00
40.7,40.85,40.85,40.8,40.85,11,2022-07-25 10:34:00
40.71,40.8,40.85,40.8,40.8,13,2022-07-25 10:35:00
40.71,40.8,40.8,40.8,40.8,4,2022-07-25 10:36:00
40.71,40.8,40.85,40.8,40.85,4,2022-07-25 10:37:00
40.71,40.8,40.8,40.8,40.8,1,2022-07-25 10:38:00
40.71,40.85,40.9,40.85,40.9,10,2022-07-25 10:39:00
40.71,40.85,40.85,40.85,40.85,1,2022-07-25 10:41:00
40.71,40.95,41.05,40.95,41.05,61,2022-07-25 10:42:00
40.72,41.05,41.15,41.05,41.15,59,2022-07-25 10:43:00
40.72,41.0,41.1,41.0,41.1,6,2022-07-25 10:44:00
40.73,41.1,41.2,41.1,41.15,46,2022-07-25 10:45:00
40.73,41.15,41.2,41.15,41.2,30,2022-07-25 10:46:00
40.73,41.15,41.2,41.15,41.15,20,2022-07-25 10:47:00
40.74,41.15,41.15,41.1,41.1,47,2022-07-25 10:48:00
40.74,41.1,41.1,41.1,41.1,28,2022-07-25 10:49:00
40.75,41.1,41.15,41.1,41.15,27,2022-07-25 10:50:00
40.78,41.15,41.35,41.15,41.2,249,2022-07-25 10:51:00
40.79,41.3,41.35,41.15,41.3,38,2022-07-25 10:52:00
40.79,41.3,41.3,41.3,41.3,6,2022-07-25 10:53:00
40.79,41.2,41.25,41.15,41.2,31,2022-07-25 10:54:00
40.79,41.15,41.15,41.1,41.15,4,2022-07-25 10:55:00
40.8,41.1,41.15,41.05,41.15,10,2022-07-25 10:56:00
40.8,41.1,41.1,41.0,41.0,13,2022-07-25 10:57:00
40.8,41.05,41.1,41.0,41.0,6,2022-07-25 10:58:00
40.8,41.0,41.05,40.95,40.95,28,2022-07-25 10:59:00
40.8,41.1,41.1,41.1,41.1,5,2022-07-25 11:00:00
40.8,41.05,41.05,41.05,41.05,1,2022-07-25 11:01:00
40.8,41.05,41.05,41.05,41.05,1,2022-07-25 11:02:00
40.8,41.0,41.0,41.0,41.0,2,2022-07-25 11:03:00
40.8,41.0,41.0,41.0,41.0,10,2022-07-25 11:05:00
40.8,41.0,41.0,40.95,41.0,9,2022-07-25 11:06:00
40.8,41.0,41.0,41.0,41.0,2,2022-07-25 11:07:00
40.8,41.0,41.0,41.0,41.0,2,2022-07-25 11:08:00
40.8,41.0,41.0,41.0,41.0,1,2022-07-25 11:09:00
40.8,41.0,41.0,41.0,41.0,3,2022-07-25 11:10:00
40.8,41.0,41.0,41.0,41.0,5,2022-07-25 11:11:00
40.8,41.0,41.0,41.0,41.0,18,2022-07-25 11:13:00
40.8,41.0,41.0,41.0,41.0,1,2022-07-25 11:14:00
40.8,41.0,41.0,41.0,41.0,6,2022-07-25 11:15:00
40.8,41.0,41.0,41.0,41.0,3,2022-07-25 11:16:00
40.8,41.0,41.0,41.0,41.0,3,2022-07-25 11:17:00
40.8,41.0,41.0,40.95,41.0,3,2022-07-25 11:18:00
40.8,41.0,41.0,41.0,41.0,10,2022-07-25 11:19:00
40.8,41.0,41.0,41.0,41.0,1,2022-07-25 11:21:00
40.8,41.0,41.0,41.0,41.0,3,2022-07-25 11:22:00
40.8,41.0,41.0,41.0,41.0,1,2022-07-25 11:23:00
40.8,41.0,41.0,41.0,41.0,6,2022-07-25 11:24:00
40.8,40.95,40.95,40.95,40.95,5,2022-07-25 11:25:00
40.81,41.0,41.05,41.0,41.0,12,2022-07-25 11:26:00
40.81,41.0,41.0,40.95,40.95,11,2022-07-25 11:27:00
40.81,40.95,40.95,40.9,40.9,5,2022-07-25 11:28:00
40.81,40.95,40.95,40.95,40.95,1,2022-07-25 11:29:00
40.81,40.95,40.95,40.9,40.95,6,2022-07-25 11:31:00
40.81,40.95,40.95,40.95,40.95,3,2022-07-25 11:32:00
40.81,40.95,40.95,40.95,40.95,2,2022-07-25 11:33:00
40.81,40.95,40.95,40.95,40.95,1,2022-07-25 11:34:00
40.81,40.95,40.95,40.9,40.9,11,2022-07-25 11:35:00
40.81,40.9,40.95,40.9,40.95,8,2022-07-25 11:36:00
40.81,40.95,40.95,40.9,40.9,11,2022-07-25 11:37:00
40.81,40.9,40.9,40.8,40.9,33,2022-07-25 11:38:00
40.81,40.9,40.9,40.9,40.9,3,2022-07-25 11:39:00
40.81,40.9,40.9,40.85,40.85,5,2022-07-25 11:41:00
40.81,40.85,40.85,40.85,40.85,5,2022-07-25 11:42:00
40.81,40.85,40.85,40.85,40.85,2,2022-07-25 11:43:00
40.81,40.8,40.85,40.8,40.85,35,2022-07-25 11:44:00
40.81,40.8,40.85,40.8,40.85,5,2022-07-25 11:45:00
40.81,40.85,40.85,40.85,40.85,1,2022-07-25 11:46:00
40.81,40.85,40.85,40.85,40.85,1,2022-07-25 11:47:00
40.81,40.9,40.9,40.85,40.85,2,2022-07-25 11:48:00
40.81,40.85,40.85,40.8,40.8,14,2022-07-25 11:51:00
40.81,40.8,40.85,40.8,40.85,4,2022-07-25 11:52:00
40.81,40.85,40.85,40.85,40.85,1,2022-07-25 11:53:00
40.81,40.85,40.85,40.85,40.85,5,2022-07-25 11:54:00
40.81,40.85,40.85,40.85,40.85,3,2022-07-25 11:55:00
40.81,40.8,40.8,40.75,40.75,33,2022-07-25 11:58:00
40.81,40.8,40.8,40.8,40.8,3,2022-07-25 11:59:00
40.81,40.8,40.8,40.8,40.8,1,2022-07-25 12:01:00
40.81,40.8,40.8,40.8,40.8,9,2022-07-25 12:03:00
40.81,40.75,40.75,40.75,40.75,1,2022-07-25 12:04:00
40.81,40.75,40.75,40.75,40.75,18,2022-07-25 12:05:00
40.81,40.7,40.7,40.7,40.7,7,2022-07-25 12:06:00
40.81,40.7,40.75,40.7,40.75,9,2022-07-25 12:07:00
40.81,40.75,40.75,40.7,40.7,6,2022-07-25 12:08:00
40.81,40.7,40.75,40.7,40.75,11,2022-07-25 12:10:00
40.81,40.75,40.75,40.75,40.75,2,2022-07-25 12:12:00
40.81,40.7,40.7,40.7,40.7,1,2022-07-25 12:13:00
40.81,40.75,40.75,40.75,40.75,1,2022-07-25 12:14:00
40.81,40.75,40.75,40.75,40.75,1,2022-07-25 12:15:00
40.81,40.8,40.8,40.8,40.8,1,2022-07-25 12:17:00
40.81,40.75,40.75,40.75,40.75,2,2022-07-25 12:18:00
40.81,40.75,40.75,40.75,40.75,1,2022-07-25 12:19:00
40.81,40.75,40.75,40.7,40.7,2,2022-07-25 12:20:00
40.81,40.7,40.75,40.7,40.75,3,2022-07-25 12:21:00
40.81,40.75,40.75,40.75,40.75,1,2022-07-25 12:23:00
40.81,40.75,40.75,40.75,40.75,2,2022-07-25 12:24:00
40.81,40.8,40.8,40.75,40.75,5,2022-07-25 12:25:00
40.81,40.75,40.75,40.75,40.75,2,2022-07-25 12:26:00
40.81,40.75,40.75,40.75,40.75,1,2022-07-25 12:27:00
40.81,40.7,40.7,40.7,40.7,6,2022-07-25 12:28:00
40.81,40.75,40.75,40.7,40.7,21,2022-07-25 12:29:00
40.81,40.7,40.7,40.7,40.7,3,2022-07-25 12:30:00
40.81,40.65,40.75,40.65,40.75,14,2022-07-25 12:31:00
40.81,40.7,40.7,40.7,40.7,1,2022-07-25 12:32:00
40.81,40.65,40.65,40.65,40.65,1,2022-07-25 12:33:00
40.81,40.65,40.7,40.65,40.7,3,2022-07-25 12:34:00
40.81,40.7,40.7,40.7,40.7,1,2022-07-25 12:35:00
40.81,40.7,40.7,40.7,40.7,2,2022-07-25 12:37:00
40.8,40.65,40.7,40.65,40.7,2,2022-07-25 12:38:00
40.8,40.7,40.7,40.65,40.65,19,2022-07-25 12:44:00
40.8,40.65,40.65,40.65,40.65,11,2022-07-25 12:46:00
40.8,40.65,40.65,40.65,40.65,2,2022-07-25 12:47:00
40.8,40.65,40.65,40.65,40.65,3,2022-07-25 12:48:00
40.8,40.6,40.6,40.6,40.6,2,2022-07-25 12:49:00
40.8,40.6,40.6,40.6,40.6,1,2022-07-25 12:50:00
40.8,40.6,40.65,40.6,40.65,3,2022-07-25 12:51:00
40.8,40.6,40.65,40.6,40.65,4,2022-07-25 12:52:00
40.8,40.65,40.65,40.65,40.65,5,2022-07-25 12:53:00
40.8,40.65,40.65,40.65,40.65,3,2022-07-25 12:54:00
40.8,40.65,40.7,40.65,40.7,25,2022-07-25 12:55:00
40.8,40.7,40.7,40.65,40.65,12,2022-07-25 12:56:00
40.8,40.7,40.7,40.7,40.7,1,2022-07-25 12:57:00
40.8,40.7,40.75,40.7,40.75,6,2022-07-25 12:58:00
40.8,40.75,40.75,40.75,40.75,5,2022-07-25 12:59:00
40.8,40.8,40.8,40.8,40.8,15,2022-07-25 13:00:00
40.8,40.8,40.8,40.8,40.8,1,2022-07-25 13:01:00
40.8,40.8,40.8,40.75,40.75,11,2022-07-25 13:03:00
40.8,40.8,40.8,40.75,40.75,4,2022-07-25 13:04:00
40.8,40.8,40.8,40.75,40.75,6,2022-07-25 13:05:00
40.8,40.75,40.75,40.75,40.75,5,2022-07-25 13:06:00
40.8,40.7,40.7,40.7,40.7,2,2022-07-25 13:07:00
40.8,40.75,40.75,40.7,40.7,10,2022-07-25 13:08:00
40.8,40.7,40.75,40.7,40.7,14,2022-07-25 13:09:00
40.8,40.7,40.7,40.7,40.7,3,2022-07-25 13:10:00
40.8,40.7,40.7,40.7,40.7,2,2022-07-25 13:11:00
40.8,40.7,40.75,40.7,40.7,4,2022-07-25 13:12:00
40.8,40.7,40.75,40.7,40.75,6,2022-07-25 13:13:00
40.8,40.75,40.8,40.75,40.8,3,2022-07-25 13:14:00
40.8,40.8,40.8,40.75,40.8,9,2022-07-25 13:15:00
40.8,40.8,40.8,40.8,40.8,9,2022-07-25 13:16:00
40.8,40.8,40.8,40.8,40.8,9,2022-07-25 13:17:00
40.8,40.8,40.8,40.75,40.8,17,2022-07-25 13:18:00
40.8,40.8,40.8,40.8,40.8,9,2022-07-25 13:19:00
40.8,40.8,40.8,40.75,40.8,8,2022-07-25 13:20:00
40.8,40.75,40.75,40.7,40.7,30,2022-07-25 13:21:00
40.8,40.65,40.7,40.6,40.6,25,2022-07-25 13:22:00
40.8,40.65,40.65,40.65,40.65,15,2022-07-25 13:23:00
40.8,40.65,40.65,40.6,40.65,13,2022-07-25 13:24:00
40.8,40.6,40.65,40.6,40.6,33,2022-07-25 13:25:00
40.79,40.65,40.65,40.65,40.65,191,2022-07-25 13:30:00
