a,o,h,l,c,v,t
17.46,17.55,17.55,17.5,17.5,14,2022-07-25 09:48:00
17.46,17.5,17.5,17.5,17.5,3,2022-07-25 09:49:00
17.46,17.5,17.55,17.5,17.55,34,2022-07-25 09:50:00
17.46,17.5,17.5,17.5,17.5,12,2022-07-25 09:51:00
17.46,17.5,17.5,17.5,17.5,2,2022-07-25 09:52:00
17.46,17.55,17.55,17.55,17.55,22,2022-07-25 09:54:00
17.46,17.55,17.55,17.55,17.55,2,2022-07-25 09:55:00
17.46,17.55,17.55,17.5,17.5,14,2022-07-25 09:56:00
17.46,17.55,17.55,17.55,17.55,3,2022-07-25 09:57:00
17.46,17.5,17.5,17.5,17.5,1,2022-07-25 09:58:00
17.46,17.55,17.55,17.55,17.55,2,2022-07-25 09:59:00
17.46,17.55,17.55,17.5,17.5,3,2022-07-25 10:00:00
17.46,17.55,17.55,17.55,17.55,5,2022-07-25 10:01:00
17.46,17.55,17.55,17.55,17.55,4,2022-07-25 10:02:00
17.46,17.55,17.55,17.55,17.55,18,2022-07-25 10:04:00
17.46,17.55,17.55,17.55,17.55,4,2022-07-25 10:05:00
17.46,17.55,17.55,17.5,17.5,17,2022-07-25 10:06:00
17.46,17.5,17.5,17.5,17.5,4,2022-07-25 10:07:00
17.46,17.5,17.5,17.5,17.5,6,2022-07-25 10:08:00
17.46,17.5,17.5,17.5,17.5,6,2022-07-25 10:09:00
17.47,17.5,17.55,17.5,17.55,10,2022-07-25 10:10:00
17.47,17.55,17.55,17.55,17.55,1,2022-07-25 10:11:00
17.47,17.5,17.5,17.5,17.5,20,2022-07-25 10:13:00
17.47,17.55,17.55,17.5,17.5,58,2022-07-25 10:14:00
17.47,17.5,17.5,17.5,17.5,46,2022-07-25 10:15:00
17.47,17.5,17.5,17.5,17.5,4,2022-07-25 10:17:00
17.47,17.5,17.55,17.5,17.55,73,2022-07-25 10:18:00
17.47,17.55,17.55,17.55,17.55,1,2022-07-25 10:19:00
17.47,17.5,17.55,17.5,17.55,14,2022-07-25 10:20:00
17.47,17.55,17.55,17.55,17.55,2,2022-07-25 10:21:00
17.47,17.55,17.55,17.55,17.55,16,2022-07-25 10:22:00
17.47,17.55,17.55,17.55,17.55,53,2022-07-25 10:24:00
17.47,17.55,17.55,17.55,17.55,2,2022-07-25 10:25:00
17.47,17.5,17.55,17.5,17.55,25,2022-07-25 10:26:00
17.47,17.55,17.55,17.55,17.55,1,2022-07-25 10:27:00
17.47,17.55,17.55,17.5,17.5,3,2022-07-25 10:28:00
17.47,17.55,17.55,17.55,17.55,2,2022-07-25 10:29:00
17.48,17.55,17.55,17.55,17.55,50,2022-07-25 10:30:00
17.48,17.55,17.55,17.55,17.55,1,2022-07-25 10:31:00
17.48,17.55,17.55,17.55,17.55,4,2022-07-25 10:32:00
17.48,17.5,17.5,17.5,17.5,50,2022-07-25 10:33:00
17.48,17.55,17.55,17.5,17.55,53,2022-07-25 10:34:00
17.48,17.5,17.55,17.5,17.55,3,2022-07-25 10:35:00
17.48,17.5,17.55,17.5,17.55,2,2022-07-25 10:36:00
17.48,17.55,17.55,17.5,17.55,8,2022-07-25 10:37:00
17.48,17.55,17.55,17.55,17.55,56,2022-07-25 10:38:00
17.49,17.55,17.6,17.55,17.6,542,2022-07-25 10:39:00
17.49,17.6,17.6,17.55,17.6,8,2022-07-25 10:40:00
17.49,17.55,17.6,17.55,17.55,18,2022-07-25 10:41:00
17.49,17.6,17.6,17.55,17.55,15,2022-07-25 10:42:00
17.49,17.55,17.55,17.55,17.55,16,2022-07-25 10:43:00
17.49,17.55,17.55,17.55,17.55,4,2022-07-25 10:44:00
17.49,17.6,17.6,17.6,17.6,1,2022-07-25 10:45:00
17.5,17.6,17.6,17.6,17.6,51,2022-07-25 10:46:00
17.5,17.6,17.6,17.6,17.6,1,2022-07-25 10:48:00
17.5,17.55,17.55,17.55,17.55,1,2022-07-25 10:49:00
17.5,17.6,17.6,17.6,17.6,4,2022-07-25 10:50:00
17.5,17.6,17.6,17.6,17.6,3,2022-07-25 10:51:00
17.5,17.6,17.6,17.6,17.6,10,2022-07-25 10:52:00
17.5,17.6,17.6,17.6,17.6,25,2022-07-25 10:53:00
17.5,17.6,17.6,17.6,17.6,16,2022-07-25 10:54:00
17.5,17.6,17.6,17.6,17.6,10,2022-07-25 10:55:00
17.5,17.6,17.6,17.6,17.6,2,2022-07-25 10:56:00
17.5,17.6,17.6,17.6,17.6,2,2022-07-25 10:57:00
17.5,17.6,17.6,17.6,17.6,1,2022-07-25 10:58:00
17.5,17.6,17.6,17.6,17.6,4,2022-07-25 11:00:00
17.5,17.6,17.6,17.55,17.55,28,2022-07-25 11:01:00
17.5,17.55,17.55,17.55,17.55,9,2022-07-25 11:03:00
17.5,17.6,17.6,17.6,17.6,2,2022-07-25 11:04:00
17.5,17.55,17.6,17.55,17.6,15,2022-07-25 11:05:00
17.5,17.55,17.55,17.55,17.55,20,2022-07-25 11:06:00
17.5,17.55,17.55,17.55,17.55,30,2022-07-25 11:07:00
17.5,17.6,17.6,17.55,17.55,101,2022-07-25 11:08:00
17.5,17.6,17.6,17.6,17.6,4,2022-07-25 11:09:00
17.5,17.6,17.6,17.6,17.6,1,2022-07-25 11:10:00
17.5,17.6,17.6,17.6,17.6,2,2022-07-25 11:11:00
17.5,17.55,17.55,17.55,17.55,2,2022-07-25 11:12:00
17.5,17.6,17.6,17.55,17.55,3,2022-07-25 11:13:00
17.5,17.6,17.6,17.6,17.6,12,2022-07-25 11:14:00
17.5,17.55,17.6,17.55,17.6,36,2022-07-25 11:15:00
17.5,17.55,17.55,17.55,17.55,1,2022-07-25 11:16:00
17.51,17.6,17.6,17.55,17.55,42,2022-07-25 11:17:00
17.51,17.55,17.6,17.55,17.55,72,2022-07-25 11:18:00
17.51,17.55,17.55,17.55,17.55,6,2022-07-25 11:19:00
17.51,17.55,17.55,17.5,17.55,306,2022-07-25 11:20:00
17.51,17.55,17.55,17.55,17.55,9,2022-07-25 11:21:00
17.51,17.55,17.55,17.55,17.55,2,2022-07-25 11:22:00
17.51,17.55,17.55,17.55,17.55,4,2022-07-25 11:23:00
17.51,17.6,17.6,17.6,17.6,3,2022-07-25 11:24:00
17.51,17.6,17.6,17.6,17.6,2,2022-07-25 11:27:00
17.51,17.55,17.55,17.55,17.55,168,2022-07-25 11:29:00
17.51,17.55,17.55,17.55,17.55,120,2022-07-25 11:30:00
17.51,17.55,17.55,17.55,17.55,1,2022-07-25 11:31:00
17.51,17.55,17.55,17.55,17.55,14,2022-07-25 11:32:00
17.51,17.55,17.55,17.55,17.55,1,2022-07-25 11:34:00
17.51,17.55,17.55,17.55,17.55,2,2022-07-25 11:35:00
17.51,17.55,17.55,17.55,17.55,2,2022-07-25 11:37:00
17.51,17.55,17.55,17.55,17.55,10,2022-07-25 11:38:00
17.51,17.55,17.55,17.55,17.55,1,2022-07-25 11:39:00
17.51,17.55,17.55,17.55,17.55,2,2022-07-25 11:41:00
17.51,17.55,17.55,17.55,17.55,4,2022-07-25 11:43:00
17.51,17.55,17.55,17.55,17.55,2,2022-07-25 11:44:00
17.51,17.55,17.55,17.55,17.55,22,2022-07-25 11:45:00
17.51,17.55,17.55,17.55,17.55,12,2022-07-25 11:46:00
17.51,17.55,17.55,17.55,17.55,1,2022-07-25 11:47:00
17.51,17.55,17.55,17.55,17.55,5,2022-07-25 11:49:00
17.51,17.55,17.55,17.55,17.55,3,2022-07-25 11:51:00
17.51,17.55,17.55,17.55,17.55,2,2022-07-25 11:52:00
17.51,17.5,17.5,17.5,17.5,1,2022-07-25 11:53:00
17.51,17.55,17.55,17.55,17.55,1,2022-07-25 11:55:00
17.51,17.55,17.55,17.55,17.55,2,2022-07-25 11:56:00
17.51,17.55,17.55,17.55,17.55,5,2022-07-25 11:59:00
17.51,17.55,17.55,17.5,17.5,4,2022-07-25 12:00:00
17.51,17.55,17.55,17.55,17.55,174,2022-07-25 12:01:00
17.51,17.55,17.55,17.55,17.55,1,2022-07-25 12:03:00
17.51,17.55,17.55,17.55,17.55,1,2022-07-25 12:05:00
17.51,17.55,17.55,17.55,17.55,1,2022-07-25 12:08:00
17.51,17.55,17.55,17.55,17.55,1,2022-07-25 12:11:00
17.52,17.55,17.6,17.55,17.6,9,2022-07-25 12:14:00
17.52,17.55,17.55,17.55,17.55,3,2022-07-25 12:16:00
17.52,17.6,17.6,17.6,17.6,1,2022-07-25 12:17:00
17.52,17.6,17.6,17.6,17.6,1,2022-07-25 12:19:00
17.52,17.55,17.55,17.55,17.55,15,2022-07-25 12:21:00
17.52,17.55,17.55,17.55,17.55,4,2022-07-25 12:22:00
17.52,17.55,17.55,17.55,17.55,5,2022-07-25 12:25:00
17.52,17.55,17.55,17.55,17.55,53,2022-07-25 12:27:00
17.52,17.55,17.55,17.55,17.55,2,2022-07-25 12:28:00
17.52,17.55,17.55,17.55,17.55,3,2022-07-25 12:29:00
17.52,17.55,17.55,17.55,17.55,5,2022-07-25 12:30:00
17.52,17.6,17.6,17.55,17.55,41,2022-07-25 12:31:00
17.52,17.55,17.55,17.55,17.55,6,2022-07-25 12:34:00
17.52,17.6,17.6,17.6,17.6,2,2022-07-25 12:36:00
17.52,17.55,17.55,17.55,17.55,1,2022-07-25 12:38:00
17.52,17.55,17.55,17.55,17.55,1,2022-07-25 12:39:00
17.52,17.55,17.55,17.55,17.55,13,2022-07-25 12:40:00
17.52,17.55,17.6,17.55,17.6,2,2022-07-25 12:41:00
17.52,17.55,17.55,17.55,17.55,5,2022-07-25 12:42:00
17.52,17.55,17.6,17.55,17.6,54,2022-07-25 12:43:00
17.52,17.55,17.55,17.55,17.55,3,2022-07-25 12:47:00
17.52,17.55,17.55,17.55,17.55,26,2022-07-25 12:48:00
17.52,17.55,17.55,17.55,17.55,7,2022-07-25 12:49:00
17.52,17.55,17.55,17.55,17.55,10,2022-07-25 12:50:00
17.52,17.55,17.55,17.55,17.55,6,2022-07-25 12:52:00
17.52,17.55,17.55,17.55,17.55,1,2022-07-25 12:53:00
17.52,17.55,17.55,17.55,17.55,16,2022-07-25 12:54:00
17.52,17.55,17.55,17.5,17.5,15,2022-07-25 12:55:00
17.52,17.55,17.55,17.55,17.55,36,2022-07-25 12:56:00
17.52,17.55,17.55,17.55,17.55,4,2022-07-25 12:57:00
17.52,17.55,17.55,17.55,17.55,4,2022-07-25 12:58:00
17.52,17.5,17.55,17.5,17.55,3,2022-07-25 13:00:00
17.52,17.55,17.55,17.55,17.55,5,2022-07-25 13:01:00
17.52,17.55,17.55,17.55,17.55,13,2022-07-25 13:02:00
17.52,17.55,17.55,17.55,17.55,3,2022-07-25 13:03:00
17.52,17.55,17.55,17.55,17.55,3,2022-07-25 13:04:00
17.52,17.55,17.55,17.55,17.55,1,2022-07-25 13:05:00
17.52,17.5,17.5,17.5,17.5,1,2022-07-25 13:07:00
17.52,17.5,17.5,17.5,17.5,2,2022-07-25 13:09:00
17.52,17.55,17.55,17.55,17.55,16,2022-07-25 13:12:00
17.52,17.5,17.5,17.5,17.5,10,2022-07-25 13:13:00
17.52,17.55,17.55,17.5,17.55,64,2022-07-25 13:14:00
17.52,17.55,17.55,17.55,17.55,42,2022-07-25 13:15:00
17.52,17.5,17.55,17.5,17.55,2,2022-07-25 13:16:00
17.52,17.55,17.55,17.55,17.55,15,2022-07-25 13:17:00
17.52,17.55,17.55,17.5,17.55,18,2022-07-25 13:18:00
17.52,17.55,17.55,17.55,17.55,23,2022-07-25 13:19:00
17.52,17.5,17.55,17.5,17.55,57,2022-07-25 13:20:00
17.52,17.55,17.55,17.55,17.55,7,2022-07-25 13:21:00
17.52,17.55,17.55,17.55,17.55,11,2022-07-25 13:22:00
17.52,17.55,17.55,17.5,17.55,16,2022-07-25 13:23:00
17.52,17.55,17.55,17.55,17.55,9,2022-07-25 13:24:00
17.52,17.5,17.55,17.5,17.5,17,2022-07-25 13:25:00
17.52,17.55,17.55,17.55,17.55,584,2022-07-25 13:30:00
