a,o,h,l,c,v,t
34.54,34.65,34.65,34.65,34.65,3,2022-07-25 09:39:00
34.54,34.65,34.65,34.65,34.65,9,2022-07-25 09:40:00
34.54,34.65,34.65,34.65,34.65,13,2022-07-25 09:41:00
34.54,34.65,34.65,34.6,34.65,90,2022-07-25 09:42:00
34.54,34.65,34.7,34.6,34.7,53,2022-07-25 09:43:00
34.55,34.65,34.7,34.6,34.65,22,2022-07-25 09:44:00
34.55,34.65,34.65,34.6,34.65,18,2022-07-25 09:45:00
34.55,34.65,34.65,34.6,34.65,55,2022-07-25 09:46:00
34.55,34.65,34.7,34.6,34.7,44,2022-07-25 09:47:00
34.55,34.65,34.7,34.65,34.65,17,2022-07-25 09:48:00
34.55,34.65,34.7,34.6,34.7,41,2022-07-25 09:49:00
34.55,34.65,34.7,34.65,34.65,18,2022-07-25 09:50:00
34.55,34.65,34.7,34.6,34.7,8,2022-07-25 09:51:00
34.56,34.65,34.7,34.6,34.6,67,2022-07-25 09:52:00
34.56,34.6,34.6,34.6,34.6,20,2022-07-25 09:53:00
34.56,34.6,34.65,34.6,34.6,22,2022-07-25 09:54:00
34.56,34.65,34.65,34.6,34.65,39,2022-07-25 09:55:00
34.56,34.6,34.65,34.6,34.6,6,2022-07-25 09:56:00
34.56,34.65,34.65,34.65,34.65,27,2022-07-25 09:57:00
34.56,34.65,34.65,34.65,34.65,19,2022-07-25 09:58:00
34.56,34.65,34.65,34.65,34.65,13,2022-07-25 09:59:00
34.56,34.6,34.65,34.6,34.65,20,2022-07-25 10:00:00
34.56,34.65,34.65,34.6,34.6,53,2022-07-25 10:01:00
34.56,34.65,34.65,34.6,34.6,21,2022-07-25 10:02:00
34.56,34.65,34.65,34.6,34.6,11,2022-07-25 10:03:00
34.57,34.65,34.65,34.55,34.6,336,2022-07-25 10:04:00
34.56,34.6,34.6,34.5,34.55,184,2022-07-25 10:05:00
34.56,34.6,34.6,34.5,34.55,32,2022-07-25 10:06:00
34.56,34.55,34.55,34.5,34.55,121,2022-07-25 10:07:00
34.56,34.55,34.55,34.5,34.5,63,2022-07-25 10:08:00
34.56,34.55,34.55,34.5,34.55,43,2022-07-25 10:09:00
34.56,34.55,34.55,34.5,34.55,78,2022-07-25 10:10:00
34.56,34.5,34.55,34.5,34.5,39,2022-07-25 10:11:00
34.56,34.5,34.55,34.5,34.5,11,2022-07-25 10:12:00
34.56,34.55,34.55,34.55,34.55,4,2022-07-25 10:13:00
34.56,34.55,34.6,34.5,34.6,64,2022-07-25 10:14:00
34.56,34.6,34.6,34.55,34.6,17,2022-07-25 10:15:00
34.56,34.6,34.6,34.55,34.55,24,2022-07-25 10:16:00
34.56,34.6,34.6,34.6,34.6,13,2022-07-25 10:17:00
34.56,34.6,34.6,34.55,34.55,33,2022-07-25 10:18:00
34.56,34.6,34.6,34.6,34.6,10,2022-07-25 10:19:00
34.56,34.6,34.6,34.55,34.55,14,2022-07-25 10:20:00
34.56,34.6,34.6,34.55,34.55,25,2022-07-25 10:21:00
34.56,34.6,34.6,34.6,34.6,20,2022-07-25 10:22:00
34.56,34.6,34.6,34.55,34.6,24,2022-07-25 10:23:00
34.56,34.6,34.6,34.55,34.6,15,2022-07-25 10:24:00
34.56,34.6,34.6,34.55,34.6,28,2022-07-25 10:25:00
34.56,34.6,34.6,34.55,34.6,20,2022-07-25 10:26:00
34.56,34.6,34.6,34.55,34.55,17,2022-07-25 10:27:00
34.56,34.6,34.6,34.55,34.6,13,2022-07-25 10:28:00
34.56,34.6,34.6,34.55,34.6,22,2022-07-25 10:29:00
34.56,34.6,34.6,34.6,34.6,22,2022-07-25 10:30:00
34.56,34.6,34.6,34.6,34.6,7,2022-07-25 10:31:00
34.56,34.6,34.6,34.55,34.55,25,2022-07-25 10:32:00
34.56,34.6,34.6,34.6,34.6,14,2022-07-25 10:33:00
34.56,34.6,34.65,34.6,34.65,44,2022-07-25 10:34:00
34.57,34.65,34.65,34.6,34.65,11,2022-07-25 10:35:00
34.57,34.65,34.65,34.65,34.65,8,2022-07-25 10:36:00
34.57,34.65,34.65,34.6,34.65,10,2022-07-25 10:37:00
34.57,34.65,34.65,34.65,34.65,8,2022-07-25 10:38:00
34.57,34.65,34.65,34.65,34.65,19,2022-07-25 10:39:00
34.57,34.65,34.65,34.6,34.65,11,2022-07-25 10:40:00
34.57,34.65,34.65,34.6,34.65,27,2022-07-25 10:41:00
34.57,34.65,34.7,34.6,34.7,100,2022-07-25 10:42:00
34.57,34.7,34.75,34.65,34.75,66,2022-07-25 10:43:00
34.58,34.7,34.75,34.65,34.7,187,2022-07-25 10:44:00
34.58,34.7,34.7,34.6,34.6,103,2022-07-25 10:45:00
34.58,34.65,34.65,34.6,34.65,16,2022-07-25 10:46:00
34.58,34.65,34.65,34.6,34.6,13,2022-07-25 10:47:00
34.58,34.6,34.65,34.6,34.65,11,2022-07-25 10:48:00
34.58,34.65,34.65,34.65,34.65,10,2022-07-25 10:49:00
34.58,34.65,34.65,34.65,34.65,10,2022-07-25 10:50:00
34.58,34.65,34.65,34.6,34.6,12,2022-07-25 10:51:00
34.58,34.6,34.65,34.6,34.6,131,2022-07-25 10:52:00
34.58,34.6,34.65,34.6,34.6,44,2022-07-25 10:53:00
34.58,34.6,34.65,34.55,34.6,97,2022-07-25 10:54:00
34.58,34.6,34.6,34.55,34.6,12,2022-07-25 10:55:00
34.58,34.6,34.6,34.55,34.6,17,2022-07-25 10:56:00
34.58,34.6,34.6,34.55,34.6,62,2022-07-25 10:57:00
34.58,34.6,34.6,34.55,34.6,132,2022-07-25 10:58:00
34.58,34.55,34.6,34.55,34.6,34,2022-07-25 10:59:00
34.58,34.55,34.6,34.55,34.6,12,2022-07-25 11:00:00
34.58,34.6,34.6,34.55,34.6,22,2022-07-25 11:01:00
34.58,34.6,34.6,34.55,34.6,20,2022-07-25 11:02:00
34.58,34.6,34.6,34.55,34.6,87,2022-07-25 11:03:00
34.58,34.55,34.6,34.55,34.6,81,2022-07-25 11:04:00
34.58,34.6,34.6,34.55,34.6,28,2022-07-25 11:05:00
34.58,34.6,34.6,34.55,34.6,34,2022-07-25 11:06:00
34.58,34.55,34.6,34.55,34.6,28,2022-07-25 11:07:00
34.58,34.55,34.6,34.55,34.6,20,2022-07-25 11:08:00
34.58,34.6,34.6,34.55,34.6,25,2022-07-25 11:09:00
34.58,34.6,34.6,34.55,34.6,23,2022-07-25 11:10:00
34.58,34.6,34.6,34.55,34.6,23,2022-07-25 11:11:00
34.58,34.55,34.6,34.55,34.6,19,2022-07-25 11:12:00
34.58,34.55,34.6,34.55,34.6,38,2022-07-25 11:13:00
34.58,34.6,34.6,34.55,34.6,17,2022-07-25 11:14:00
34.58,34.6,34.6,34.55,34.6,19,2022-07-25 11:15:00
34.58,34.55,34.6,34.55,34.6,23,2022-07-25 11:16:00
34.58,34.55,34.6,34.55,34.6,30,2022-07-25 11:17:00
34.58,34.55,34.6,34.55,34.6,54,2022-07-25 11:18:00
34.58,34.6,34.6,34.55,34.6,46,2022-07-25 11:19:00
34.58,34.55,34.6,34.55,34.6,19,2022-07-25 11:20:00
34.58,34.55,34.6,34.55,34.6,23,2022-07-25 11:21:00
34.58,34.55,34.6,34.55,34.6,15,2022-07-25 11:22:00
34.58,34.55,34.6,34.55,34.55,23,2022-07-25 11:23:00
34.58,34.6,34.6,34.55,34.55,18,2022-07-25 11:24:00
34.58,34.6,34.6,34.55,34.6,32,2022-07-25 11:25:00
34.58,34.6,34.6,34.55,34.6,26,2022-07-25 11:26:00
34.58,34.55,34.6,34.55,34.55,139,2022-07-25 11:27:00
34.58,34.55,34.6,34.55,34.55,19,2022-07-25 11:28:00
34.58,34.55,34.6,34.55,34.55,36,2022-07-25 11:29:00
34.58,34.55,34.6,34.55,34.6,28,2022-07-25 11:30:00
34.58,34.6,34.6,34.55,34.6,18,2022-07-25 11:31:00
34.58,34.6,34.6,34.55,34.6,25,2022-07-25 11:32:00
34.58,34.6,34.6,34.55,34.6,31,2022-07-25 11:33:00
34.58,34.6,34.6,34.55,34.6,13,2022-07-25 11:34:00
34.58,34.6,34.6,34.55,34.6,21,2022-07-25 11:35:00
34.58,34.6,34.6,34.55,34.6,19,2022-07-25 11:36:00
34.58,34.6,34.6,34.55,34.6,16,2022-07-25 11:37:00
34.58,34.6,34.6,34.55,34.6,14,2022-07-25 11:38:00
34.58,34.6,34.6,34.55,34.6,32,2022-07-25 11:39:00
34.58,34.6,34.6,34.55,34.6,16,2022-07-25 11:40:00
34.58,34.6,34.6,34.55,34.6,104,2022-07-25 11:41:00
34.58,34.6,34.6,34.55,34.6,15,2022-07-25 11:42:00
34.58,34.6,34.6,34.55,34.6,18,2022-07-25 11:43:00
34.58,34.55,34.6,34.55,34.55,23,2022-07-25 11:44:00
34.58,34.6,34.6,34.55,34.6,17,2022-07-25 11:45:00
34.58,34.6,34.6,34.6,34.6,42,2022-07-25 11:46:00
34.58,34.6,34.6,34.55,34.6,20,2022-07-25 11:47:00
34.58,34.6,34.6,34.6,34.6,24,2022-07-25 11:48:00
34.58,34.6,34.6,34.6,34.6,16,2022-07-25 11:49:00
34.58,34.6,34.6,34.55,34.55,15,2022-07-25 11:50:00
34.58,34.6,34.6,34.6,34.6,7,2022-07-25 11:51:00
34.58,34.6,34.6,34.6,34.6,10,2022-07-25 11:52:00
34.58,34.6,34.6,34.6,34.6,16,2022-07-25 11:53:00
34.58,34.6,34.6,34.6,34.6,20,2022-07-25 11:54:00
34.58,34.6,34.6,34.6,34.6,17,2022-07-25 11:55:00
34.58,34.6,34.6,34.6,34.6,31,2022-07-25 11:56:00
34.58,34.6,34.6,34.55,34.6,20,2022-07-25 11:57:00
34.58,34.6,34.6,34.6,34.6,27,2022-07-25 11:58:00
34.58,34.6,34.6,34.55,34.6,23,2022-07-25 11:59:00
34.58,34.6,34.6,34.55,34.6,15,2022-07-25 12:00:00
34.58,34.6,34.6,34.55,34.6,20,2022-07-25 12:01:00
34.58,34.6,34.6,34.55,34.6,263,2022-07-25 12:02:00
34.58,34.6,34.6,34.55,34.6,32,2022-07-25 12:03:00
34.58,34.55,34.6,34.55,34.6,10,2022-07-25 12:04:00
34.58,34.6,34.6,34.55,34.6,9,2022-07-25 12:05:00
34.58,34.6,34.6,34.55,34.55,33,2022-07-25 12:06:00
34.58,34.55,34.6,34.55,34.55,51,2022-07-25 12:07:00
34.58,34.6,34.6,34.55,34.55,35,2022-07-25 12:08:00
34.58,34.55,34.6,34.55,34.55,16,2022-07-25 12:09:00
34.58,34.55,34.6,34.55,34.55,15,2022-07-25 12:10:00
34.58,34.6,34.6,34.55,34.55,52,2022-07-25 12:11:00
34.58,34.6,34.6,34.55,34.55,28,2022-07-25 12:12:00
34.58,34.55,34.6,34.55,34.55,52,2022-07-25 12:13:00
34.58,34.55,34.6,34.55,34.55,13,2022-07-25 12:14:00
34.58,34.6,34.6,34.55,34.6,82,2022-07-25 12:15:00
34.58,34.6,34.6,34.55,34.55,36,2022-07-25 12:16:00
34.58,34.6,34.6,34.55,34.55,19,2022-07-25 12:17:00
34.58,34.6,34.6,34.55,34.55,14,2022-07-25 12:18:00
34.58,34.55,34.6,34.55,34.6,21,2022-07-25 12:19:00
34.58,34.6,34.6,34.55,34.6,12,2022-07-25 12:20:00
34.58,34.6,34.6,34.6,34.6,29,2022-07-25 12:21:00
34.58,34.6,34.6,34.55,34.6,19,2022-07-25 12:22:00
34.58,34.55,34.6,34.55,34.6,27,2022-07-25 12:23:00
34.58,34.6,34.6,34.55,34.6,23,2022-07-25 12:24:00
34.58,34.6,34.6,34.55,34.6,36,2022-07-25 12:25:00
34.58,34.6,34.6,34.6,34.6,64,2022-07-25 12:26:00
34.58,34.55,34.6,34.55,34.55,63,2022-07-25 12:27:00
34.58,34.6,34.6,34.55,34.55,26,2022-07-25 12:28:00
34.58,34.6,34.6,34.55,34.55,16,2022-07-25 12:29:00
34.58,34.6,34.6,34.55,34.6,18,2022-07-25 12:30:00
34.58,34.6,34.6,34.55,34.6,19,2022-07-25 12:31:00
34.58,34.6,34.6,34.55,34.6,79,2022-07-25 12:32:00
34.58,34.6,34.6,34.55,34.6,25,2022-07-25 12:33:00
34.58,34.6,34.6,34.6,34.6,12,2022-07-25 12:34:00
34.58,34.6,34.6,34.55,34.6,39,2022-07-25 12:35:00
34.58,34.6,34.6,34.55,34.6,50,2022-07-25 12:36:00
34.58,34.6,34.6,34.55,34.6,42,2022-07-25 12:37:00
34.58,34.6,34.6,34.55,34.55,21,2022-07-25 12:38:00
34.58,34.6,34.6,34.55,34.55,22,2022-07-25 12:39:00
34.58,34.6,34.6,34.55,34.55,34,2022-07-25 12:40:00
34.58,34.6,34.6,34.55,34.55,22,2022-07-25 12:41:00
34.58,34.6,34.6,34.55,34.6,15,2022-07-25 12:42:00
34.58,34.6,34.6,34.55,34.6,16,2022-07-25 12:43:00
34.58,34.55,34.6,34.55,34.6,43,2022-07-25 12:44:00
34.58,34.6,34.6,34.55,34.55,43,2022-07-25 12:45:00
34.58,34.6,34.6,34.55,34.6,15,2022-07-25 12:46:00
34.58,34.6,34.6,34.55,34.6,28,2022-07-25 12:47:00
34.58,34.6,34.6,34.55,34.6,13,2022-07-25 12:48:00
34.58,34.6,34.6,34.55,34.55,23,2022-07-25 12:49:00
34.58,34.55,34.6,34.55,34.6,14,2022-07-25 12:50:00
34.58,34.6,34.6,34.55,34.55,28,2022-07-25 12:51:00
34.58,34.6,34.6,34.6,34.6,24,2022-07-25 12:52:00
34.58,34.6,34.6,34.55,34.55,25,2022-07-25 12:53:00
34.58,34.6,34.6,34.55,34.55,28,2022-07-25 12:54:00
34.58,34.6,34.6,34.55,34.55,20,2022-07-25 12:55:00
34.58,34.6,34.6,34.5,34.55,826,2022-07-25 12:56:00
34.58,34.55,34.55,34.55,34.55,73,2022-07-25 12:57:00
34.58,34.55,34.55,34.5,34.5,44,2022-07-25 12:58:00
34.58,34.55,34.55,34.5,34.5,27,2022-07-25 12:59:00
34.58,34.5,34.55,34.5,34.5,75,2022-07-25 13:00:00
34.58,34.5,34.55,34.5,34.5,61,2022-07-25 13:01:00
34.58,34.5,34.55,34.5,34.5,26,2022-07-25 13:02:00
34.58,34.55,34.55,34.5,34.5,67,2022-07-25 13:03:00
34.58,34.5,34.55,34.5,34.5,29,2022-07-25 13:04:00
34.58,34.5,34.55,34.5,34.5,45,2022-07-25 13:05:00
34.58,34.5,34.55,34.5,34.55,47,2022-07-25 13:06:00
34.58,34.5,34.55,34.5,34.5,24,2022-07-25 13:07:00
34.57,34.55,34.55,34.5,34.5,318,2022-07-25 13:08:00
34.57,34.5,34.55,34.5,34.5,38,2022-07-25 13:09:00
34.57,34.5,34.55,34.5,34.5,43,2022-07-25 13:10:00
34.57,34.5,34.55,34.5,34.5,33,2022-07-25 13:11:00
34.57,34.5,34.55,34.5,34.5,74,2022-07-25 13:12:00
34.57,34.5,34.55,34.5,34.5,73,2022-07-25 13:13:00
34.57,34.5,34.5,34.45,34.45,398,2022-07-25 13:14:00
34.57,34.45,34.5,34.45,34.5,34,2022-07-25 13:15:00
34.57,34.5,34.5,34.45,34.45,54,2022-07-25 13:16:00
34.57,34.45,34.5,34.45,34.45,153,2022-07-25 13:17:00
34.57,34.45,34.5,34.4,34.4,194,2022-07-25 13:18:00
34.56,34.45,34.45,34.4,34.45,65,2022-07-25 13:19:00
34.56,34.4,34.45,34.4,34.45,70,2022-07-25 13:20:00
34.56,34.4,34.45,34.4,34.4,63,2022-07-25 13:21:00
34.56,34.45,34.45,34.4,34.4,39,2022-07-25 13:22:00
34.56,34.4,34.45,34.4,34.4,72,2022-07-25 13:23:00
34.56,34.45,34.45,34.4,34.4,99,2022-07-25 13:24:00
34.56,34.4,34.45,34.4,34.45,96,2022-07-25 13:25:00
34.55,34.45,34.45,34.45,34.45,1803,2022-07-25 13:30:00
