a,o,h,l,c,v,t
148.78,148.0,148.5,148.0,148.5,210,2022-07-25 09:46:00
148.77,148.5,148.5,147.5,148.0,356,2022-07-25 09:47:00
148.77,147.5,148.0,147.5,148.0,36,2022-07-25 09:48:00
148.76,148.0,148.0,147.0,147.0,131,2022-07-25 09:49:00
148.75,147.0,147.5,147.0,147.5,91,2022-07-25 09:50:00
148.75,147.5,147.5,147.0,147.5,47,2022-07-25 09:51:00
148.75,147.5,148.0,147.5,147.5,55,2022-07-25 09:52:00
148.74,147.5,147.5,147.5,147.5,23,2022-07-25 09:53:00
148.74,147.5,148.0,147.5,148.0,20,2022-07-25 09:54:00
148.74,148.0,148.0,147.5,148.0,12,2022-07-25 09:55:00
148.74,147.5,148.0,147.5,148.0,9,2022-07-25 09:56:00
148.74,148.0,148.0,147.5,148.0,30,2022-07-25 09:57:00
148.74,148.0,148.0,147.5,148.0,75,2022-07-25 09:58:00
148.74,148.0,148.5,147.5,148.5,74,2022-07-25 09:59:00
148.73,148.5,148.5,147.5,148.0,106,2022-07-25 10:00:00
148.73,148.0,148.0,147.5,147.5,71,2022-07-25 10:01:00
148.73,148.0,148.0,147.5,148.0,11,2022-07-25 10:02:00
148.73,148.0,148.0,148.0,148.0,75,2022-07-25 10:03:00
148.72,148.0,148.0,147.5,147.5,49,2022-07-25 10:04:00
148.71,147.5,147.5,147.0,147.0,168,2022-07-25 10:05:00
148.7,147.5,147.5,147.0,147.0,113,2022-07-25 10:06:00
148.68,147.0,148.5,146.5,148.0,392,2022-07-25 10:07:00
148.69,147.5,149.5,147.5,149.5,683,2022-07-25 10:08:00
148.69,149.5,149.5,148.5,149.5,204,2022-07-25 10:09:00
148.69,149.0,149.5,148.5,149.0,104,2022-07-25 10:10:00
148.69,149.0,149.5,149.0,149.5,154,2022-07-25 10:11:00
148.7,149.0,149.5,148.5,148.5,209,2022-07-25 10:12:00
148.7,148.5,149.0,148.5,148.5,17,2022-07-25 10:13:00
148.7,148.5,149.0,148.5,148.5,22,2022-07-25 10:14:00
148.7,149.0,149.0,148.5,149.0,15,2022-07-25 10:15:00
148.7,148.5,149.0,148.5,149.0,11,2022-07-25 10:16:00
148.7,149.0,149.0,148.0,148.5,129,2022-07-25 10:17:00
148.7,148.5,148.5,148.5,148.5,20,2022-07-25 10:18:00
148.69,148.5,148.5,148.5,148.5,49,2022-07-25 10:19:00
148.69,148.5,149.0,148.5,149.0,24,2022-07-25 10:20:00
148.69,148.5,149.0,148.5,148.5,28,2022-07-25 10:21:00
148.69,148.5,149.0,148.0,149.0,51,2022-07-25 10:22:00
148.69,148.5,148.5,148.5,148.5,12,2022-07-25 10:23:00
148.69,148.5,148.5,148.5,148.5,28,2022-07-25 10:24:00
148.69,148.5,148.5,148.0,148.5,112,2022-07-25 10:25:00
148.69,148.0,148.0,147.5,147.5,20,2022-07-25 10:26:00
148.68,147.5,148.0,147.5,147.5,187,2022-07-25 10:27:00
148.68,148.0,148.0,147.5,147.5,28,2022-07-25 10:28:00
148.68,147.5,148.0,147.5,148.0,25,2022-07-25 10:29:00
148.68,148.0,148.0,148.0,148.0,13,2022-07-25 10:30:00
148.68,148.0,148.0,147.5,147.5,12,2022-07-25 10:31:00
148.67,147.5,148.0,147.0,147.5,70,2022-07-25 10:32:00
148.67,147.5,147.5,147.0,147.0,49,2022-07-25 10:33:00
148.67,147.0,147.5,147.0,147.5,38,2022-07-25 10:34:00
148.67,147.5,147.5,147.5,147.5,16,2022-07-25 10:35:00
148.66,147.5,148.0,147.0,147.5,119,2022-07-25 10:36:00
148.66,147.5,147.5,147.0,147.5,17,2022-07-25 10:37:00
148.66,147.5,148.0,147.5,147.5,32,2022-07-25 10:38:00
148.66,147.5,147.5,147.0,147.5,14,2022-07-25 10:39:00
148.66,147.5,147.5,147.5,147.5,38,2022-07-25 10:40:00
148.65,147.5,148.0,147.5,147.5,15,2022-07-25 10:41:00
148.65,148.0,148.0,147.5,148.0,8,2022-07-25 10:42:00
148.65,148.0,148.0,148.0,148.0,7,2022-07-25 10:43:00
148.65,148.0,148.0,147.5,148.0,6,2022-07-25 10:44:00
148.65,148.0,148.0,148.0,148.0,22,2022-07-25 10:45:00
148.65,148.0,148.0,147.5,147.5,94,2022-07-25 10:46:00
148.65,147.5,148.5,147.5,148.5,87,2022-07-25 10:47:00
148.65,148.5,148.5,148.0,148.5,18,2022-07-25 10:48:00
148.65,148.5,148.5,148.0,148.0,20,2022-07-25 10:49:00
148.65,148.0,148.5,148.0,148.5,24,2022-07-25 10:50:00
148.64,148.5,148.5,148.0,148.5,22,2022-07-25 10:51:00
148.64,148.5,148.5,148.0,148.0,10,2022-07-25 10:52:00
148.64,148.0,148.5,148.0,148.5,6,2022-07-25 10:53:00
148.64,148.5,148.5,148.5,148.5,13,2022-07-25 10:54:00
148.64,148.0,148.0,147.5,148.0,44,2022-07-25 10:55:00
148.64,148.0,148.0,147.5,147.5,96,2022-07-25 10:56:00
148.64,147.5,148.0,147.5,148.0,35,2022-07-25 10:57:00
148.64,147.5,147.5,147.5,147.5,6,2022-07-25 10:58:00
148.64,147.5,148.0,147.5,147.5,12,2022-07-25 10:59:00
148.64,148.0,148.0,147.5,148.0,16,2022-07-25 11:00:00
148.64,147.5,148.0,147.5,148.0,8,2022-07-25 11:01:00
148.64,148.0,148.0,148.0,148.0,9,2022-07-25 11:02:00
148.64,147.5,148.0,147.5,148.0,7,2022-07-25 11:03:00
148.64,148.0,148.0,148.0,148.0,5,2022-07-25 11:04:00
148.64,148.0,148.0,148.0,148.0,5,2022-07-25 11:05:00
148.64,148.0,148.0,148.0,148.0,8,2022-07-25 11:06:00
148.63,148.0,148.0,148.0,148.0,14,2022-07-25 11:07:00
148.63,148.0,148.0,148.0,148.0,12,2022-07-25 11:08:00
148.63,148.0,148.0,147.0,147.5,115,2022-07-25 11:09:00
148.62,147.5,147.5,147.0,147.5,98,2022-07-25 11:10:00
148.62,147.5,148.0,147.5,148.0,34,2022-07-25 11:11:00
148.62,148.0,148.0,147.5,147.5,16,2022-07-25 11:12:00
148.62,147.5,147.5,147.0,147.0,14,2022-07-25 11:13:00
148.6,147.5,147.5,146.5,147.0,378,2022-07-25 11:14:00
148.59,147.5,147.5,147.0,147.0,134,2022-07-25 11:15:00
148.59,147.5,148.0,147.5,148.0,28,2022-07-25 11:16:00
148.59,148.0,148.0,147.5,147.5,15,2022-07-25 11:17:00
148.59,148.0,148.0,147.5,148.0,19,2022-07-25 11:18:00
148.58,148.0,148.5,147.5,148.5,154,2022-07-25 11:19:00
148.58,148.0,148.5,148.0,148.0,78,2022-07-25 11:20:00
148.58,148.5,148.5,148.0,148.0,48,2022-07-25 11:21:00
148.58,148.0,148.5,148.0,148.5,12,2022-07-25 11:22:00
148.58,148.0,148.5,148.0,148.0,24,2022-07-25 11:23:00
148.58,148.0,148.5,148.0,148.0,50,2022-07-25 11:24:00
148.58,148.5,148.5,148.0,148.0,4,2022-07-25 11:25:00
148.58,148.0,148.5,148.0,148.0,22,2022-07-25 11:26:00
148.58,148.0,148.5,148.0,148.5,12,2022-07-25 11:27:00
148.58,148.0,148.0,148.0,148.0,5,2022-07-25 11:28:00
148.58,148.0,148.5,148.0,148.0,13,2022-07-25 11:29:00
148.58,148.5,148.5,148.0,148.0,6,2022-07-25 11:30:00
148.58,148.0,148.5,148.0,148.5,9,2022-07-25 11:31:00
148.58,148.5,148.5,148.5,148.5,2,2022-07-25 11:32:00
148.58,148.5,148.5,148.0,148.0,11,2022-07-25 11:33:00
148.58,148.0,149.0,148.0,149.0,232,2022-07-25 11:34:00
148.58,148.5,149.5,148.5,149.5,353,2022-07-25 11:35:00
148.59,149.5,149.5,149.0,149.0,191,2022-07-25 11:36:00
148.59,149.0,149.0,148.5,149.0,35,2022-07-25 11:37:00
148.59,148.5,149.0,148.5,149.0,9,2022-07-25 11:38:00
148.59,148.5,149.0,148.5,149.0,4,2022-07-25 11:39:00
148.59,149.0,149.0,149.0,149.0,11,2022-07-25 11:40:00
148.59,149.0,149.0,148.5,148.5,110,2022-07-25 11:41:00
148.59,148.5,148.5,148.0,148.0,8,2022-07-25 11:42:00
148.59,148.5,148.5,148.0,148.5,18,2022-07-25 11:43:00
148.59,148.5,148.5,148.5,148.5,3,2022-07-25 11:44:00
148.59,148.5,148.5,148.0,148.0,101,2022-07-25 11:45:00
148.59,148.0,148.0,148.0,148.0,2,2022-07-25 11:46:00
148.59,148.0,148.0,148.0,148.0,9,2022-07-25 11:47:00
148.59,148.0,148.0,147.5,147.5,13,2022-07-25 11:48:00
148.59,148.0,148.0,148.0,148.0,9,2022-07-25 11:49:00
148.59,148.0,148.0,147.5,147.5,10,2022-07-25 11:50:00
148.59,148.0,148.0,148.0,148.0,2,2022-07-25 11:51:00
148.59,148.0,148.0,147.5,148.0,16,2022-07-25 11:52:00
148.59,148.0,148.0,148.0,148.0,21,2022-07-25 11:53:00
148.59,148.0,148.5,148.0,148.0,17,2022-07-25 11:54:00
148.59,148.0,148.0,148.0,148.0,3,2022-07-25 11:55:00
148.58,147.5,148.0,147.0,147.5,127,2022-07-25 11:56:00
148.58,147.5,148.0,147.5,147.5,20,2022-07-25 11:57:00
148.58,147.5,147.5,147.0,147.5,20,2022-07-25 11:58:00
148.58,147.0,147.5,147.0,147.5,14,2022-07-25 11:59:00
148.58,147.5,147.5,147.5,147.5,63,2022-07-25 12:00:00
148.57,148.0,148.0,148.0,148.0,18,2022-07-25 12:01:00
148.57,148.0,148.0,147.5,147.5,6,2022-07-25 12:02:00
148.57,147.5,148.0,147.5,148.0,27,2022-07-25 12:03:00
148.57,148.0,148.0,148.0,148.0,6,2022-07-25 12:04:00
148.57,148.0,148.0,148.0,148.0,3,2022-07-25 12:05:00
148.57,148.0,148.0,147.5,148.0,9,2022-07-25 12:06:00
148.57,148.0,148.0,148.0,148.0,1,2022-07-25 12:07:00
148.57,148.0,148.0,148.0,148.0,4,2022-07-25 12:08:00
148.57,148.0,148.0,148.0,148.0,10,2022-07-25 12:09:00
148.57,148.0,148.0,148.0,148.0,8,2022-07-25 12:10:00
148.57,148.0,148.0,148.0,148.0,35,2022-07-25 12:11:00
148.57,148.5,148.5,148.0,148.0,13,2022-07-25 12:12:00
148.57,148.0,148.0,148.0,148.0,56,2022-07-25 12:13:00
148.57,148.0,148.5,148.0,148.5,5,2022-07-25 12:14:00
148.57,148.0,148.5,148.0,148.5,148,2022-07-25 12:15:00
148.57,148.5,148.5,148.5,148.5,27,2022-07-25 12:16:00
148.57,148.5,148.5,148.0,148.5,7,2022-07-25 12:17:00
148.57,148.0,148.5,148.0,148.0,36,2022-07-25 12:18:00
148.57,148.5,148.5,148.0,148.0,9,2022-07-25 12:19:00
148.57,148.0,148.5,148.0,148.5,23,2022-07-25 12:20:00
148.57,148.5,148.5,148.5,148.5,4,2022-07-25 12:21:00
148.57,148.0,148.5,147.5,147.5,50,2022-07-25 12:22:00
148.57,148.0,148.0,147.5,148.0,15,2022-07-25 12:23:00
148.57,148.0,148.0,148.0,148.0,5,2022-07-25 12:24:00
148.56,147.5,147.5,147.0,147.0,154,2022-07-25 12:25:00
148.56,147.0,148.0,147.0,147.5,52,2022-07-25 12:26:00
148.56,147.5,147.5,147.0,147.5,24,2022-07-25 12:27:00
148.56,147.5,147.5,147.0,147.0,40,2022-07-25 12:28:00
148.56,147.5,147.5,147.0,147.5,23,2022-07-25 12:29:00
148.56,147.5,147.5,147.5,147.5,14,2022-07-25 12:30:00
148.55,147.5,147.5,147.0,147.5,16,2022-07-25 12:31:00
148.55,147.5,147.5,147.0,147.0,11,2022-07-25 12:32:00
148.55,147.0,147.5,147.0,147.0,25,2022-07-25 12:33:00
148.55,147.0,147.0,147.0,147.0,3,2022-07-25 12:34:00
148.55,147.5,147.5,147.0,147.0,16,2022-07-25 12:35:00
148.54,147.0,147.0,146.5,146.5,253,2022-07-25 12:36:00
148.53,146.5,147.5,146.5,147.5,89,2022-07-25 12:37:00
148.53,147.0,147.5,147.0,147.0,10,2022-07-25 12:38:00
148.53,147.0,147.0,147.0,147.0,2,2022-07-25 12:39:00
148.53,147.5,147.5,147.0,147.5,15,2022-07-25 12:40:00
148.53,147.5,147.5,147.5,147.5,10,2022-07-25 12:42:00
148.53,147.5,147.5,147.5,147.5,5,2022-07-25 12:43:00
148.53,147.0,147.5,147.0,147.0,8,2022-07-25 12:44:00
148.53,147.0,147.5,147.0,147.5,20,2022-07-25 12:45:00
148.53,147.5,147.5,147.0,147.0,60,2022-07-25 12:46:00
148.52,146.5,147.5,146.5,147.5,67,2022-07-25 12:47:00
148.52,147.0,147.5,147.0,147.0,11,2022-07-25 12:48:00
148.52,147.0,147.5,146.5,146.5,32,2022-07-25 12:49:00
148.52,146.5,147.0,146.5,146.5,25,2022-07-25 12:50:00
148.52,146.5,147.0,146.5,147.0,31,2022-07-25 12:51:00
148.5,146.5,148.0,146.5,148.0,356,2022-07-25 12:52:00
148.5,147.5,148.5,147.5,148.5,253,2022-07-25 12:53:00
148.5,148.0,148.0,147.5,147.5,87,2022-07-25 12:54:00
148.5,148.0,148.0,147.5,147.5,7,2022-07-25 12:55:00
148.49,148.0,148.0,148.0,148.0,20,2022-07-25 12:56:00
148.49,148.0,148.0,147.5,147.5,5,2022-07-25 12:57:00
148.49,148.0,148.0,147.5,148.0,10,2022-07-25 12:58:00
148.49,148.0,148.0,147.5,148.0,30,2022-07-25 12:59:00
148.49,148.0,148.0,147.5,147.5,21,2022-07-25 13:00:00
148.49,147.5,148.0,147.5,147.5,22,2022-07-25 13:01:00
148.49,147.5,148.5,147.5,148.0,317,2022-07-25 13:02:00
148.49,148.0,148.0,148.0,148.0,20,2022-07-25 13:03:00
148.48,148.0,148.0,148.0,148.0,40,2022-07-25 13:04:00
148.48,148.0,148.5,148.0,148.0,40,2022-07-25 13:05:00
148.48,148.0,148.5,148.0,148.0,54,2022-07-25 13:06:00
148.48,148.0,148.5,148.0,148.0,42,2022-07-25 13:07:00
148.48,148.0,148.5,148.0,148.0,93,2022-07-25 13:08:00
148.48,148.0,148.5,148.0,148.0,26,2022-07-25 13:09:00
148.48,148.0,148.0,147.5,147.5,50,2022-07-25 13:10:00
148.48,148.0,148.0,147.5,147.5,43,2022-07-25 13:11:00
148.48,148.0,148.0,147.5,147.5,42,2022-07-25 13:12:00
148.48,148.0,148.0,147.5,147.5,34,2022-07-25 13:13:00
148.48,148.0,148.0,147.5,148.0,48,2022-07-25 13:14:00
148.47,148.0,148.5,147.5,148.0,370,2022-07-25 13:15:00
148.47,148.5,149.0,148.0,148.0,522,2022-07-25 13:16:00
148.47,148.5,148.5,148.0,148.5,139,2022-07-25 13:17:00
148.47,148.5,148.5,148.0,148.5,55,2022-07-25 13:18:00
148.47,148.5,148.5,148.0,148.5,60,2022-07-25 13:19:00
148.47,148.5,148.5,148.0,148.0,56,2022-07-25 13:20:00
148.47,148.5,148.5,148.0,148.5,61,2022-07-25 13:21:00
148.47,148.5,149.0,148.0,148.5,336,2022-07-25 13:22:00
148.47,148.5,149.0,148.5,148.5,113,2022-07-25 13:23:00
148.47,148.5,149.0,148.0,148.5,143,2022-07-25 13:24:00
148.47,148.5,149.0,148.0,148.5,305,2022-07-25 13:25:00
148.54,149.5,149.5,149.5,149.5,2135,2022-07-25 13:30:00
