a,o,h,l,c,v,t
22.77,22.9,22.9,22.85,22.9,167,2022-07-25 11:11:00
22.77,22.85,22.9,22.85,22.85,35,2022-07-25 11:12:00
22.77,22.9,22.9,22.85,22.85,28,2022-07-25 11:13:00
22.77,22.85,22.9,22.85,22.85,18,2022-07-25 11:14:00
22.78,22.85,22.9,22.85,22.85,275,2022-07-25 11:15:00
22.78,22.85,22.85,22.8,22.8,33,2022-07-25 11:16:00
22.78,22.8,22.85,22.8,22.8,3,2022-07-25 11:17:00
22.78,22.85,22.85,22.8,22.85,32,2022-07-25 11:18:00
22.78,22.85,22.85,22.8,22.85,42,2022-07-25 11:19:00
22.78,22.8,22.85,22.8,22.8,5,2022-07-25 11:20:00
22.78,22.8,22.8,22.8,22.8,1,2022-07-25 11:21:00
22.78,22.8,22.85,22.8,22.8,17,2022-07-25 11:22:00
22.78,22.8,22.85,22.8,22.85,26,2022-07-25 11:23:00
22.78,22.8,22.8,22.8,22.8,3,2022-07-25 11:24:00
22.78,22.85,22.85,22.8,22.8,4,2022-07-25 11:25:00
22.78,22.85,22.85,22.8,22.8,15,2022-07-25 11:26:00
22.78,22.8,22.85,22.8,22.8,13,2022-07-25 11:27:00
22.78,22.8,22.8,22.8,22.8,2,2022-07-25 11:28:00
22.78,22.8,22.85,22.8,22.8,25,2022-07-25 11:29:00
22.78,22.8,22.85,22.8,22.8,15,2022-07-25 11:30:00
22.78,22.8,22.85,22.8,22.8,11,2022-07-25 11:31:00
22.78,22.85,22.85,22.8,22.8,11,2022-07-25 11:32:00
22.78,22.85,22.85,22.8,22.8,16,2022-07-25 11:33:00
22.78,22.8,22.85,22.8,22.85,2,2022-07-25 11:34:00
22.78,22.8,22.85,22.8,22.8,32,2022-07-25 11:35:00
22.78,22.85,22.85,22.8,22.8,13,2022-07-25 11:36:00
22.78,22.85,22.85,22.8,22.8,13,2022-07-25 11:37:00
22.78,22.8,22.85,22.8,22.8,76,2022-07-25 11:38:00
22.78,22.8,22.85,22.8,22.8,15,2022-07-25 11:39:00
22.78,22.8,22.85,22.8,22.85,81,2022-07-25 11:40:00
22.78,22.8,22.85,22.8,22.8,39,2022-07-25 11:41:00
22.78,22.85,22.85,22.8,22.85,84,2022-07-25 11:42:00
22.78,22.85,22.85,22.8,22.8,19,2022-07-25 11:43:00
22.78,22.8,22.85,22.8,22.85,14,2022-07-25 11:44:00
22.78,22.85,22.85,22.8,22.85,20,2022-07-25 11:45:00
22.78,22.85,22.85,22.85,22.85,13,2022-07-25 11:46:00
22.78,22.85,22.85,22.85,22.85,27,2022-07-25 11:47:00
22.78,22.85,22.85,22.8,22.8,36,2022-07-25 11:48:00
22.78,22.8,22.85,22.8,22.85,24,2022-07-25 11:49:00
22.78,22.8,22.85,22.8,22.8,28,2022-07-25 11:50:00
22.78,22.85,22.85,22.8,22.8,29,2022-07-25 11:51:00
22.78,22.85,22.85,22.8,22.85,32,2022-07-25 11:52:00
22.78,22.85,22.85,22.8,22.85,11,2022-07-25 11:53:00
22.78,22.85,22.85,22.85,22.85,18,2022-07-25 11:54:00
22.78,22.85,22.85,22.8,22.85,71,2022-07-25 11:55:00
22.78,22.85,22.85,22.8,22.8,14,2022-07-25 11:56:00
22.78,22.85,22.85,22.8,22.8,37,2022-07-25 11:57:00
22.78,22.8,22.85,22.8,22.8,131,2022-07-25 11:58:00
22.78,22.8,22.85,22.8,22.85,31,2022-07-25 11:59:00
22.78,22.85,22.85,22.85,22.85,17,2022-07-25 12:00:00
22.78,22.85,22.85,22.8,22.85,26,2022-07-25 12:01:00
22.78,22.85,22.85,22.8,22.85,38,2022-07-25 12:02:00
22.78,22.85,22.85,22.8,22.85,133,2022-07-25 12:03:00
22.78,22.85,22.85,22.8,22.85,41,2022-07-25 12:04:00
22.78,22.85,22.85,22.85,22.85,11,2022-07-25 12:05:00
22.78,22.85,22.9,22.85,22.9,364,2022-07-25 12:06:00
22.78,22.85,22.9,22.85,22.9,8,2022-07-25 12:07:00
22.78,22.85,22.9,22.85,22.9,5,2022-07-25 12:08:00
22.78,22.85,22.9,22.85,22.9,16,2022-07-25 12:09:00
22.78,22.85,22.9,22.85,22.85,10,2022-07-25 12:10:00
22.78,22.9,22.9,22.85,22.9,12,2022-07-25 12:11:00
22.79,22.85,22.9,22.85,22.85,297,2022-07-25 12:12:00
22.79,22.85,22.85,22.8,22.8,511,2022-07-25 12:13:00
22.79,22.8,22.85,22.8,22.8,65,2022-07-25 12:14:00
22.79,22.8,22.85,22.8,22.8,5,2022-07-25 12:15:00
22.79,22.85,22.85,22.8,22.8,80,2022-07-25 12:16:00
22.79,22.8,22.85,22.8,22.85,476,2022-07-25 12:17:00
22.79,22.85,22.85,22.8,22.85,29,2022-07-25 12:18:00
22.79,22.85,22.85,22.8,22.8,274,2022-07-25 12:19:00
22.79,22.85,22.85,22.8,22.8,29,2022-07-25 12:20:00
22.79,22.85,22.85,22.8,22.8,10,2022-07-25 12:21:00
22.79,22.8,22.85,22.8,22.85,28,2022-07-25 12:22:00
22.79,22.85,22.85,22.8,22.8,11,2022-07-25 12:23:00
22.79,22.85,22.85,22.8,22.85,66,2022-07-25 12:24:00
22.79,22.8,22.85,22.8,22.8,99,2022-07-25 12:25:00
22.79,22.85,22.85,22.8,22.85,10,2022-07-25 12:26:00
22.79,22.85,22.85,22.8,22.85,61,2022-07-25 12:27:00
22.79,22.85,22.85,22.8,22.8,16,2022-07-25 12:28:00
22.79,22.85,22.85,22.8,22.85,16,2022-07-25 12:29:00
22.79,22.85,22.85,22.85,22.85,17,2022-07-25 12:30:00
22.79,22.85,22.85,22.8,22.85,13,2022-07-25 12:31:00
22.79,22.85,22.85,22.8,22.85,9,2022-07-25 12:32:00
22.79,22.85,22.85,22.8,22.85,6,2022-07-25 12:33:00
22.79,22.85,22.85,22.8,22.85,13,2022-07-25 12:34:00
22.79,22.85,22.85,22.85,22.85,18,2022-07-25 12:35:00
22.79,22.85,22.85,22.85,22.85,12,2022-07-25 12:36:00
22.79,22.8,22.85,22.8,22.85,35,2022-07-25 12:37:00
22.79,22.85,22.85,22.8,22.85,69,2022-07-25 12:38:00
22.79,22.85,22.85,22.8,22.85,10,2022-07-25 12:39:00
22.79,22.85,22.85,22.85,22.85,29,2022-07-25 12:40:00
22.79,22.85,22.85,22.8,22.85,79,2022-07-25 12:41:00
22.79,22.8,22.85,22.8,22.85,14,2022-07-25 12:42:00
22.79,22.85,22.85,22.8,22.85,27,2022-07-25 12:43:00
22.79,22.8,22.85,22.8,22.85,29,2022-07-25 12:44:00
22.79,22.85,22.85,22.8,22.85,32,2022-07-25 12:45:00
22.79,22.85,22.85,22.8,22.85,19,2022-07-25 12:46:00
22.79,22.85,22.85,22.8,22.8,36,2022-07-25 12:47:00
22.79,22.85,22.85,22.8,22.85,32,2022-07-25 12:48:00
22.79,22.85,22.85,22.8,22.85,45,2022-07-25 12:49:00
22.79,22.85,22.85,22.8,22.85,12,2022-07-25 12:50:00
22.79,22.85,22.85,22.8,22.85,56,2022-07-25 12:51:00
22.79,22.8,22.85,22.8,22.85,70,2022-07-25 12:52:00
22.79,22.8,22.85,22.8,22.85,81,2022-07-25 12:53:00
22.79,22.85,22.85,22.8,22.85,42,2022-07-25 12:54:00
22.79,22.85,22.85,22.8,22.85,52,2022-07-25 12:55:00
22.79,22.85,22.85,22.8,22.8,52,2022-07-25 12:56:00
22.79,22.8,22.85,22.8,22.8,237,2022-07-25 12:57:00
22.79,22.8,22.85,22.8,22.8,44,2022-07-25 12:58:00
22.79,22.85,22.85,22.8,22.8,325,2022-07-25 12:59:00
22.79,22.8,22.8,22.75,22.75,1173,2022-07-25 13:00:00
22.79,22.75,22.8,22.75,22.75,78,2022-07-25 13:01:00
22.79,22.75,22.8,22.75,22.75,64,2022-07-25 13:02:00
22.79,22.8,22.8,22.75,22.75,260,2022-07-25 13:03:00
22.79,22.75,22.8,22.75,22.75,386,2022-07-25 13:04:00
22.79,22.75,22.8,22.75,22.75,62,2022-07-25 13:05:00
22.79,22.75,22.8,22.75,22.75,55,2022-07-25 13:06:00
22.79,22.75,22.8,22.75,22.8,72,2022-07-25 13:07:00
22.79,22.75,22.8,22.75,22.75,79,2022-07-25 13:08:00
22.79,22.8,22.8,22.75,22.75,398,2022-07-25 13:09:00
22.79,22.75,22.8,22.75,22.75,267,2022-07-25 13:10:00
22.79,22.75,22.8,22.75,22.75,152,2022-07-25 13:11:00
22.79,22.75,22.8,22.75,22.75,95,2022-07-25 13:12:00
22.79,22.75,22.8,22.7,22.75,743,2022-07-25 13:13:00
22.79,22.7,22.75,22.7,22.7,224,2022-07-25 13:14:00
22.79,22.7,22.75,22.7,22.7,102,2022-07-25 13:15:00
22.78,22.75,22.8,22.7,22.75,1320,2022-07-25 13:16:00
22.78,22.75,22.75,22.7,22.7,283,2022-07-25 13:17:00
22.78,22.7,22.75,22.7,22.75,83,2022-07-25 13:18:00
22.78,22.75,22.75,22.7,22.75,318,2022-07-25 13:19:00
22.78,22.75,22.8,22.7,22.75,758,2022-07-25 13:20:00
22.78,22.7,22.75,22.7,22.7,190,2022-07-25 13:21:00
22.78,22.7,22.75,22.7,22.75,514,2022-07-25 13:22:00
22.78,22.8,22.8,22.75,22.8,36,2022-07-25 13:23:00
22.78,22.75,22.8,22.75,22.75,92,2022-07-25 13:24:00
22.78,22.75,22.75,22.7,22.7,147,2022-07-25 13:25:00
22.77,22.7,22.7,22.7,22.7,5024,2022-07-25 13:30:00
