a,o,h,l,c,v,t
25.91,26.0,26.05,26.0,26.05,28,2022-07-25 12:37:00
25.91,26.0,26.05,26.0,26.05,10,2022-07-25 12:38:00
25.91,26.0,26.05,26.0,26.0,22,2022-07-25 12:39:00
25.91,26.0,26.0,26.0,26.0,10,2022-07-25 12:40:00
25.91,26.05,26.05,26.0,26.05,38,2022-07-25 12:41:00
25.91,26.0,26.05,26.0,26.0,17,2022-07-25 12:42:00
25.91,26.0,26.05,26.0,26.0,13,2022-07-25 12:43:00
25.91,26.0,26.05,26.0,26.05,25,2022-07-25 12:44:00
25.91,26.05,26.05,26.0,26.0,16,2022-07-25 12:45:00
25.91,26.0,26.05,26.0,26.0,14,2022-07-25 12:46:00
25.91,26.0,26.05,26.0,26.0,12,2022-07-25 12:47:00
25.91,26.05,26.05,26.0,26.0,11,2022-07-25 12:48:00
25.91,26.0,26.0,26.0,26.0,12,2022-07-25 12:49:00
25.91,26.0,26.05,26.0,26.0,13,2022-07-25 12:50:00
25.91,26.0,26.05,26.0,26.0,20,2022-07-25 12:51:00
25.91,26.05,26.05,26.0,26.0,144,2022-07-25 12:52:00
25.91,26.0,26.05,26.0,26.0,19,2022-07-25 12:53:00
25.91,26.0,26.0,26.0,26.0,32,2022-07-25 12:54:00
25.91,26.05,26.05,26.0,26.0,55,2022-07-25 12:55:00
25.91,26.05,26.05,26.0,26.05,23,2022-07-25 12:56:00
25.91,26.05,26.05,26.0,26.05,28,2022-07-25 12:57:00
25.91,26.05,26.05,26.0,26.0,10,2022-07-25 12:58:00
25.92,26.05,26.05,26.0,26.05,34,2022-07-25 12:59:00
25.92,26.0,26.05,26.0,26.0,17,2022-07-25 13:00:00
25.92,26.05,26.05,26.0,26.0,19,2022-07-25 13:01:00
25.92,26.05,26.05,26.0,26.0,13,2022-07-25 13:02:00
25.92,26.05,26.05,26.0,26.0,22,2022-07-25 13:03:00
25.92,26.05,26.05,26.0,26.0,40,2022-07-25 13:04:00
25.92,26.0,26.05,26.0,26.0,33,2022-07-25 13:05:00
25.92,26.05,26.05,26.0,26.0,21,2022-07-25 13:06:00
25.92,26.0,26.05,26.0,26.0,25,2022-07-25 13:07:00
25.92,26.0,26.05,26.0,26.05,304,2022-07-25 13:08:00
25.92,26.0,26.05,26.0,26.0,115,2022-07-25 13:09:00
25.92,26.05,26.05,26.0,26.0,21,2022-07-25 13:10:00
25.92,26.0,26.05,26.0,26.0,22,2022-07-25 13:11:00
25.92,26.0,26.0,25.95,26.0,62,2022-07-25 13:12:00
25.92,26.0,26.0,25.95,26.0,44,2022-07-25 13:13:00
25.92,26.0,26.0,25.95,25.95,7,2022-07-25 13:14:00
25.92,25.95,26.0,25.95,25.95,20,2022-07-25 13:15:00
25.92,26.0,26.0,25.95,25.95,61,2022-07-25 13:16:00
25.92,25.95,26.0,25.95,26.0,361,2022-07-25 13:17:00
25.92,26.0,26.0,25.95,26.0,61,2022-07-25 13:18:00
25.92,26.0,26.0,25.95,26.0,10,2022-07-25 13:19:00
25.92,26.0,26.0,26.0,26.0,11,2022-07-25 13:20:00
25.92,26.0,26.0,26.0,26.0,13,2022-07-25 13:21:00
25.92,26.0,26.0,25.95,25.95,36,2022-07-25 13:22:00
25.92,25.95,26.0,25.95,26.0,46,2022-07-25 13:23:00
25.92,26.0,26.0,25.95,26.0,40,2022-07-25 13:24:00
25.92,25.95,26.0,25.95,26.0,71,2022-07-25 13:25:00
25.93,26.0,26.0,26.0,26.0,1820,2022-07-25 13:30:00
