a,o,h,l,c,v,t
29.26,29.35,29.35,29.3,29.35,45,2022-07-25 10:05:00
29.26,29.35,29.35,29.3,29.3,22,2022-07-25 10:06:00
29.26,29.3,29.35,29.3,29.35,43,2022-07-25 10:07:00
29.26,29.3,29.35,29.3,29.35,40,2022-07-25 10:08:00
29.26,29.3,29.35,29.3,29.3,16,2022-07-25 10:09:00
29.26,29.35,29.35,29.3,29.3,17,2022-07-25 10:10:00
29.26,29.3,29.35,29.3,29.35,127,2022-07-25 10:11:00
29.26,29.35,29.35,29.3,29.35,16,2022-07-25 10:12:00
29.26,29.35,29.35,29.3,29.3,5,2022-07-25 10:13:00
29.26,29.3,29.35,29.3,29.3,57,2022-07-25 10:14:00
29.26,29.3,29.35,29.3,29.35,47,2022-07-25 10:15:00
29.26,29.35,29.35,29.3,29.35,64,2022-07-25 10:16:00
29.26,29.3,29.35,29.3,29.3,38,2022-07-25 10:17:00
29.26,29.3,29.35,29.3,29.3,19,2022-07-25 10:18:00
29.26,29.3,29.35,29.3,29.3,26,2022-07-25 10:19:00
29.27,29.3,29.35,29.3,29.35,60,2022-07-25 10:20:00
29.27,29.3,29.35,29.3,29.35,53,2022-07-25 10:21:00
29.27,29.3,29.35,29.3,29.35,13,2022-07-25 10:22:00
29.27,29.3,29.35,29.3,29.35,62,2022-07-25 10:23:00
29.27,29.35,29.35,29.3,29.35,34,2022-07-25 10:24:00
29.27,29.3,29.35,29.3,29.35,21,2022-07-25 10:25:00
29.27,29.35,29.35,29.3,29.3,109,2022-07-25 10:26:00
29.27,29.35,29.35,29.3,29.3,58,2022-07-25 10:27:00
29.27,29.35,29.35,29.3,29.35,39,2022-07-25 10:28:00
29.27,29.3,29.35,29.3,29.35,82,2022-07-25 10:29:00
29.27,29.3,29.35,29.3,29.35,60,2022-07-25 10:30:00
29.27,29.35,29.35,29.3,29.35,62,2022-07-25 10:31:00
29.27,29.3,29.35,29.3,29.35,59,2022-07-25 10:32:00
29.27,29.3,29.35,29.3,29.3,37,2022-07-25 10:33:00
29.27,29.3,29.35,29.3,29.35,34,2022-07-25 10:34:00
29.27,29.35,29.35,29.3,29.3,33,2022-07-25 10:35:00
29.27,29.3,29.35,29.3,29.3,38,2022-07-25 10:36:00
29.27,29.3,29.35,29.3,29.3,43,2022-07-25 10:37:00
29.27,29.35,29.35,29.3,29.35,36,2022-07-25 10:38:00
29.27,29.35,29.4,29.3,29.4,460,2022-07-25 10:39:00
29.27,29.4,29.4,29.35,29.4,18,2022-07-25 10:40:00
29.27,29.4,29.4,29.35,29.35,67,2022-07-25 10:41:00
29.27,29.35,29.4,29.35,29.35,22,2022-07-25 10:42:00
29.27,29.35,29.4,29.35,29.35,15,2022-07-25 10:43:00
29.27,29.4,29.4,29.35,29.35,11,2022-07-25 10:44:00
29.27,29.35,29.4,29.35,29.35,16,2022-07-25 10:45:00
29.27,29.4,29.4,29.35,29.35,21,2022-07-25 10:46:00
29.27,29.35,29.4,29.35,29.4,35,2022-07-25 10:47:00
29.27,29.35,29.4,29.35,29.4,15,2022-07-25 10:48:00
29.27,29.35,29.4,29.35,29.35,53,2022-07-25 10:49:00
29.27,29.4,29.4,29.35,29.35,14,2022-07-25 10:50:00
29.28,29.35,29.4,29.35,29.35,60,2022-07-25 10:51:00
29.28,29.4,29.4,29.35,29.35,15,2022-07-25 10:52:00
29.28,29.35,29.4,29.35,29.35,64,2022-07-25 10:53:00
29.28,29.35,29.4,29.35,29.4,96,2022-07-25 10:54:00
29.28,29.35,29.4,29.35,29.35,40,2022-07-25 10:55:00
29.28,29.35,29.4,29.35,29.35,39,2022-07-25 10:56:00
29.28,29.35,29.4,29.35,29.35,30,2022-07-25 10:57:00
29.28,29.35,29.4,29.35,29.35,521,2022-07-25 10:58:00
29.28,29.35,29.4,29.35,29.35,176,2022-07-25 10:59:00
29.28,29.35,29.4,29.35,29.4,26,2022-07-25 11:00:00
29.28,29.4,29.4,29.3,29.35,232,2022-07-25 11:01:00
29.28,29.35,29.35,29.3,29.35,24,2022-07-25 11:02:00
29.28,29.3,29.35,29.3,29.35,44,2022-07-25 11:03:00
29.28,29.35,29.35,29.35,29.35,11,2022-07-25 11:04:00
29.28,29.35,29.35,29.3,29.3,100,2022-07-25 11:05:00
29.28,29.35,29.35,29.3,29.35,21,2022-07-25 11:06:00
29.28,29.35,29.35,29.3,29.3,25,2022-07-25 11:07:00
29.28,29.35,29.35,29.3,29.3,19,2022-07-25 11:08:00
29.28,29.3,29.35,29.3,29.3,37,2022-07-25 11:09:00
29.28,29.35,29.35,29.3,29.3,12,2022-07-25 11:10:00
29.28,29.35,29.35,29.3,29.35,39,2022-07-25 11:11:00
29.28,29.3,29.35,29.3,29.35,11,2022-07-25 11:12:00
29.28,29.35,29.35,29.3,29.35,23,2022-07-25 11:13:00
29.28,29.35,29.35,29.3,29.35,225,2022-07-25 11:14:00
29.28,29.35,29.35,29.3,29.3,82,2022-07-25 11:15:00
29.29,29.35,29.35,29.3,29.35,78,2022-07-25 11:16:00
29.29,29.35,29.35,29.35,29.35,17,2022-07-25 11:17:00
29.29,29.35,29.35,29.3,29.35,33,2022-07-25 11:18:00
29.29,29.3,29.35,29.3,29.35,24,2022-07-25 11:19:00
29.29,29.3,29.35,29.3,29.35,227,2022-07-25 11:20:00
29.29,29.35,29.4,29.35,29.35,56,2022-07-25 11:21:00
29.29,29.35,29.35,29.35,29.35,18,2022-07-25 11:22:00
29.29,29.35,29.35,29.3,29.35,14,2022-07-25 11:23:00
29.29,29.35,29.35,29.3,29.3,26,2022-07-25 11:24:00
29.29,29.3,29.35,29.3,29.3,64,2022-07-25 11:25:00
29.29,29.35,29.35,29.3,29.35,36,2022-07-25 11:26:00
29.29,29.35,29.35,29.3,29.3,64,2022-07-25 11:27:00
29.29,29.35,29.35,29.3,29.35,65,2022-07-25 11:28:00
29.29,29.3,29.35,29.3,29.35,23,2022-07-25 11:29:00
29.29,29.3,29.35,29.3,29.35,17,2022-07-25 11:30:00
29.29,29.3,29.35,29.3,29.3,300,2022-07-25 11:31:00
29.29,29.3,29.35,29.3,29.35,37,2022-07-25 11:32:00
29.29,29.3,29.35,29.3,29.35,33,2022-07-25 11:33:00
29.29,29.3,29.35,29.3,29.3,71,2022-07-25 11:34:00
29.29,29.3,29.35,29.3,29.3,54,2022-07-25 11:35:00
29.29,29.3,29.35,29.3,29.3,26,2022-07-25 11:36:00
29.29,29.3,29.35,29.3,29.35,81,2022-07-25 11:37:00
29.29,29.35,29.35,29.35,29.35,15,2022-07-25 11:38:00
29.29,29.35,29.35,29.35,29.35,16,2022-07-25 11:39:00
29.29,29.35,29.35,29.3,29.3,27,2022-07-25 11:40:00
29.29,29.3,29.35,29.3,29.35,59,2022-07-25 11:41:00
29.29,29.35,29.35,29.3,29.35,43,2022-07-25 11:42:00
29.29,29.35,29.35,29.3,29.35,24,2022-07-25 11:43:00
29.29,29.35,29.35,29.3,29.35,8,2022-07-25 11:44:00
29.29,29.35,29.35,29.3,29.3,19,2022-07-25 11:45:00
29.29,29.35,29.35,29.25,29.3,1641,2022-07-25 11:46:00
29.29,29.3,29.3,29.25,29.3,297,2022-07-25 11:47:00
29.29,29.3,29.3,29.25,29.3,56,2022-07-25 11:48:00
29.29,29.3,29.3,29.25,29.25,25,2022-07-25 11:49:00
29.29,29.3,29.3,29.25,29.25,73,2022-07-25 11:50:00
29.29,29.25,29.3,29.25,29.3,102,2022-07-25 11:51:00
29.29,29.3,29.3,29.25,29.3,165,2022-07-25 11:52:00
29.29,29.3,29.3,29.3,29.3,15,2022-07-25 11:53:00
29.29,29.25,29.3,29.25,29.3,8,2022-07-25 11:54:00
29.29,29.25,29.3,29.25,29.3,25,2022-07-25 11:55:00
29.29,29.3,29.3,29.3,29.3,18,2022-07-25 11:56:00
29.29,29.3,29.3,29.25,29.3,33,2022-07-25 11:57:00
29.29,29.3,29.3,29.25,29.3,59,2022-07-25 11:58:00
29.29,29.3,29.3,29.25,29.25,16,2022-07-25 11:59:00
29.29,29.25,29.3,29.25,29.3,33,2022-07-25 12:00:00
29.29,29.25,29.3,29.25,29.3,340,2022-07-25 12:01:00
29.29,29.3,29.35,29.25,29.35,731,2022-07-25 12:02:00
29.29,29.35,29.35,29.3,29.35,263,2022-07-25 12:03:00
29.29,29.35,29.35,29.3,29.3,46,2022-07-25 12:04:00
29.29,29.3,29.3,29.3,29.3,74,2022-07-25 12:05:00
29.29,29.3,29.3,29.25,29.3,70,2022-07-25 12:06:00
29.29,29.3,29.3,29.25,29.3,250,2022-07-25 12:07:00
29.29,29.3,29.3,29.25,29.3,70,2022-07-25 12:08:00
29.29,29.3,29.3,29.3,29.3,98,2022-07-25 12:09:00
29.29,29.3,29.3,29.3,29.3,81,2022-07-25 12:10:00
29.29,29.25,29.3,29.25,29.3,16,2022-07-25 12:11:00
29.29,29.3,29.3,29.3,29.3,75,2022-07-25 12:12:00
29.29,29.3,29.3,29.3,29.3,27,2022-07-25 12:13:00
29.29,29.3,29.3,29.3,29.3,40,2022-07-25 12:14:00
29.29,29.3,29.3,29.25,29.3,63,2022-07-25 12:15:00
29.29,29.25,29.3,29.25,29.3,51,2022-07-25 12:16:00
29.29,29.3,29.3,29.25,29.3,67,2022-07-25 12:17:00
29.29,29.3,29.3,29.25,29.3,48,2022-07-25 12:18:00
29.29,29.25,29.3,29.25,29.3,16,2022-07-25 12:19:00
29.29,29.25,29.3,29.25,29.3,26,2022-07-25 12:20:00
29.29,29.25,29.3,29.25,29.3,217,2022-07-25 12:21:00
29.29,29.3,29.3,29.3,29.3,20,2022-07-25 12:22:00
29.29,29.3,29.3,29.25,29.3,34,2022-07-25 12:23:00
29.29,29.3,29.3,29.25,29.3,24,2022-07-25 12:24:00
29.29,29.3,29.3,29.25,29.3,28,2022-07-25 12:25:00
29.29,29.25,29.3,29.25,29.3,29,2022-07-25 12:26:00
29.29,29.3,29.3,29.25,29.3,41,2022-07-25 12:27:00
29.29,29.25,29.3,29.25,29.3,22,2022-07-25 12:28:00
29.29,29.3,29.3,29.25,29.3,32,2022-07-25 12:29:00
29.29,29.3,29.3,29.25,29.25,42,2022-07-25 12:30:00
29.29,29.3,29.3,29.25,29.25,32,2022-07-25 12:31:00
29.29,29.25,29.3,29.25,29.3,71,2022-07-25 12:32:00
29.29,29.3,29.3,29.25,29.3,14,2022-07-25 12:33:00
29.29,29.3,29.3,29.25,29.25,24,2022-07-25 12:34:00
29.29,29.25,29.3,29.25,29.3,45,2022-07-25 12:35:00
29.29,29.3,29.3,29.25,29.3,27,2022-07-25 12:36:00
29.29,29.25,29.3,29.25,29.3,37,2022-07-25 12:37:00
29.29,29.3,29.3,29.25,29.3,18,2022-07-25 12:38:00
29.29,29.3,29.3,29.25,29.3,21,2022-07-25 12:39:00
29.29,29.25,29.3,29.25,29.3,18,2022-07-25 12:40:00
29.29,29.3,29.3,29.25,29.3,49,2022-07-25 12:41:00
29.29,29.3,29.3,29.25,29.3,40,2022-07-25 12:42:00
29.29,29.3,29.3,29.25,29.3,14,2022-07-25 12:43:00
29.29,29.3,29.3,29.25,29.3,56,2022-07-25 12:44:00
29.29,29.3,29.3,29.3,29.3,65,2022-07-25 12:45:00
29.29,29.3,29.3,29.25,29.25,246,2022-07-25 12:46:00
29.29,29.3,29.3,29.25,29.3,370,2022-07-25 12:47:00
29.29,29.25,29.3,29.25,29.3,25,2022-07-25 12:48:00
29.29,29.3,29.3,29.25,29.3,13,2022-07-25 12:49:00
29.29,29.25,29.3,29.25,29.3,96,2022-07-25 12:50:00
29.29,29.3,29.3,29.25,29.3,17,2022-07-25 12:51:00
29.29,29.3,29.3,29.25,29.3,36,2022-07-25 12:52:00
29.29,29.25,29.3,29.25,29.3,21,2022-07-25 12:53:00
29.29,29.3,29.3,29.25,29.3,22,2022-07-25 12:54:00
29.29,29.25,29.3,29.25,29.25,23,2022-07-25 12:55:00
29.29,29.25,29.3,29.25,29.3,8,2022-07-25 12:56:00
29.29,29.25,29.3,29.25,29.25,103,2022-07-25 12:57:00
29.29,29.3,29.3,29.25,29.3,53,2022-07-25 12:58:00
29.29,29.25,29.3,29.25,29.25,38,2022-07-25 12:59:00
29.29,29.25,29.3,29.25,29.3,146,2022-07-25 13:00:00
29.29,29.25,29.25,29.15,29.2,1512,2022-07-25 13:01:00
29.29,29.2,29.2,29.15,29.15,70,2022-07-25 13:02:00
29.28,29.2,29.2,29.1,29.15,381,2022-07-25 13:03:00
29.28,29.15,29.15,29.1,29.1,162,2022-07-25 13:04:00
29.28,29.1,29.15,29.1,29.15,78,2022-07-25 13:05:00
29.28,29.15,29.15,29.1,29.15,63,2022-07-25 13:06:00
29.28,29.15,29.15,29.1,29.15,73,2022-07-25 13:07:00
29.28,29.15,29.15,29.1,29.15,181,2022-07-25 13:08:00
29.28,29.1,29.15,29.1,29.15,13,2022-07-25 13:09:00
29.28,29.1,29.15,29.1,29.1,40,2022-07-25 13:10:00
29.28,29.1,29.15,29.1,29.1,59,2022-07-25 13:11:00
29.28,29.1,29.15,29.1,29.1,46,2022-07-25 13:12:00
29.28,29.15,29.15,29.1,29.15,35,2022-07-25 13:13:00
29.28,29.15,29.15,29.1,29.1,87,2022-07-25 13:14:00
29.28,29.15,29.15,29.1,29.1,39,2022-07-25 13:15:00
29.28,29.15,29.15,29.1,29.1,62,2022-07-25 13:16:00
29.27,29.1,29.1,29.0,29.05,1705,2022-07-25 13:17:00
29.26,29.1,29.15,29.1,29.15,385,2022-07-25 13:18:00
29.26,29.15,29.15,29.1,29.15,99,2022-07-25 13:19:00
29.26,29.15,29.15,29.1,29.15,64,2022-07-25 13:20:00
29.26,29.1,29.2,29.1,29.15,292,2022-07-25 13:21:00
29.26,29.15,29.15,29.1,29.15,24,2022-07-25 13:22:00
29.26,29.15,29.2,29.1,29.15,187,2022-07-25 13:23:00
29.26,29.2,29.2,29.1,29.15,217,2022-07-25 13:24:00
29.26,29.1,29.2,29.1,29.15,176,2022-07-25 13:25:00
29.25,29.15,29.15,29.15,29.15,2503,2022-07-25 13:30:00
