a,o,h,l,c,v,t
40.19,40.4,40.5,40.4,40.5,2,2022-07-25 10:42:00
40.2,40.55,40.55,40.55,40.55,1,2022-07-25 10:43:00
40.2,40.55,40.55,40.55,40.55,1,2022-07-25 10:44:00
40.2,40.55,40.55,40.4,40.4,2,2022-07-25 10:45:00
40.2,40.55,40.55,40.55,40.55,1,2022-07-25 10:46:00
40.2,40.55,40.55,40.55,40.55,1,2022-07-25 10:47:00
40.2,40.55,40.55,40.55,40.55,1,2022-07-25 10:48:00
40.21,40.55,40.55,40.55,40.55,1,2022-07-25 10:49:00
40.21,40.55,40.6,40.55,40.6,3,2022-07-25 10:50:00
40.21,40.6,40.6,40.6,40.6,1,2022-07-25 10:51:00
40.21,40.6,40.6,40.6,40.6,1,2022-07-25 10:53:00
40.22,40.6,40.6,40.6,40.6,1,2022-07-25 10:54:00
40.22,40.6,40.6,40.6,40.6,1,2022-07-25 10:55:00
40.23,40.55,40.6,40.5,40.5,6,2022-07-25 10:56:00
40.23,40.6,40.6,40.5,40.5,2,2022-07-25 10:57:00
40.23,40.6,40.6,40.45,40.45,2,2022-07-25 10:58:00
40.23,40.5,40.5,40.4,40.4,2,2022-07-25 10:59:00
40.24,40.5,40.5,40.5,40.5,1,2022-07-25 11:00:00
40.24,40.5,40.5,40.5,40.5,1,2022-07-25 11:01:00
40.24,40.55,40.55,40.55,40.55,1,2022-07-25 11:02:00
40.24,40.5,40.5,40.5,40.5,1,2022-07-25 11:03:00
40.24,40.4,40.5,40.4,40.5,3,2022-07-25 11:04:00
40.24,40.5,40.5,40.5,40.5,1,2022-07-25 11:05:00
40.25,40.45,40.5,40.45,40.5,2,2022-07-25 11:06:00
40.25,40.5,40.5,40.5,40.5,1,2022-07-25 11:07:00
40.25,40.55,40.55,40.55,40.55,1,2022-07-25 11:09:00
40.25,40.55,40.55,40.55,40.55,1,2022-07-25 11:10:00
40.25,40.55,40.55,40.55,40.55,3,2022-07-25 11:11:00
40.25,40.55,40.55,40.55,40.55,1,2022-07-25 11:12:00
40.25,40.55,40.55,40.55,40.55,1,2022-07-25 11:13:00
40.26,40.55,40.55,40.55,40.55,1,2022-07-25 11:14:00
40.26,40.55,40.55,40.55,40.55,3,2022-07-25 11:15:00
40.26,40.55,40.55,40.55,40.55,2,2022-07-25 11:16:00
40.26,40.55,40.55,40.55,40.55,1,2022-07-25 11:17:00
40.26,40.55,40.55,40.55,40.55,1,2022-07-25 11:18:00
40.27,40.6,40.6,40.55,40.55,6,2022-07-25 11:19:00
40.27,40.6,40.6,40.6,40.6,1,2022-07-25 11:20:00
40.28,40.6,40.6,40.55,40.55,4,2022-07-25 11:21:00
40.28,40.6,40.6,40.6,40.6,1,2022-07-25 11:22:00
40.28,40.6,40.6,40.6,40.6,1,2022-07-25 11:23:00
40.28,40.6,40.6,40.6,40.6,1,2022-07-25 11:25:00
40.28,40.6,40.6,40.6,40.6,1,2022-07-25 11:26:00
40.28,40.6,40.6,40.6,40.6,1,2022-07-25 11:27:00
40.28,40.6,40.6,40.6,40.6,1,2022-07-25 11:28:00
40.28,40.6,40.6,40.4,40.4,2,2022-07-25 11:29:00
40.29,40.6,40.6,40.6,40.6,1,2022-07-25 11:30:00
40.29,40.6,40.6,40.6,40.6,1,2022-07-25 11:31:00
40.29,40.65,40.65,40.65,40.65,1,2022-07-25 11:32:00
40.29,40.65,40.65,40.65,40.65,1,2022-07-25 11:33:00
40.29,40.65,40.65,40.65,40.65,1,2022-07-25 11:34:00
40.29,40.7,40.7,40.7,40.7,1,2022-07-25 11:35:00
40.29,40.7,40.7,40.7,40.7,1,2022-07-25 11:36:00
40.3,40.7,40.7,40.7,40.7,1,2022-07-25 11:37:00
40.3,40.7,40.7,40.7,40.7,1,2022-07-25 11:38:00
40.3,40.7,40.7,40.7,40.7,1,2022-07-25 11:39:00
40.3,40.7,40.7,40.7,40.7,1,2022-07-25 11:41:00
40.3,40.6,40.6,40.6,40.6,1,2022-07-25 11:42:00
40.3,40.7,40.7,40.7,40.7,1,2022-07-25 11:43:00
40.3,40.7,40.7,40.7,40.7,1,2022-07-25 11:44:00
40.3,40.7,40.7,40.7,40.7,1,2022-07-25 11:45:00
40.31,40.7,40.7,40.7,40.7,1,2022-07-25 11:46:00
40.31,40.7,40.7,40.7,40.7,1,2022-07-25 11:47:00
40.31,40.7,40.7,40.7,40.7,1,2022-07-25 11:48:00
40.31,40.7,40.7,40.7,40.7,1,2022-07-25 11:49:00
40.31,40.7,40.7,40.7,40.7,1,2022-07-25 11:50:00
40.31,40.45,40.7,40.45,40.7,2,2022-07-25 11:51:00
40.32,40.65,40.65,40.65,40.65,2,2022-07-25 11:52:00
40.32,40.65,40.65,40.65,40.65,2,2022-07-25 11:53:00
40.32,40.7,40.7,40.7,40.7,1,2022-07-25 11:54:00
40.32,40.7,40.7,40.7,40.7,1,2022-07-25 11:55:00
40.32,40.55,40.55,40.55,40.55,3,2022-07-25 11:56:00
40.32,40.65,40.65,40.65,40.65,1,2022-07-25 11:57:00
40.32,40.65,40.65,40.65,40.65,1,2022-07-25 11:58:00
40.33,40.65,40.65,40.65,40.65,1,2022-07-25 11:59:00
40.33,40.65,40.65,40.65,40.65,1,2022-07-25 12:00:00
40.33,40.6,40.6,40.6,40.6,1,2022-07-25 12:03:00
40.33,40.6,40.6,40.55,40.55,2,2022-07-25 12:05:00
40.33,40.45,40.45,40.45,40.45,1,2022-07-25 12:09:00
40.33,40.45,40.45,40.45,40.45,3,2022-07-25 12:23:00
40.33,40.45,40.45,40.45,40.45,2,2022-07-25 12:34:00
40.33,40.4,40.4,40.4,40.4,2,2022-07-25 12:35:00
40.33,40.4,40.4,40.4,40.4,2,2022-07-25 12:37:00
40.33,40.35,40.35,40.35,40.35,1,2022-07-25 12:41:00
40.33,40.35,40.35,40.35,40.35,5,2022-07-25 12:43:00
40.33,40.35,40.35,40.35,40.35,1,2022-07-25 12:46:00
40.33,40.35,40.35,40.25,40.25,5,2022-07-25 12:47:00
40.33,40.3,40.3,40.3,40.3,1,2022-07-25 12:52:00
40.33,40.25,40.25,40.25,40.25,2,2022-07-25 12:54:00
40.33,40.3,40.3,40.3,40.3,3,2022-07-25 13:00:00
40.33,40.35,40.5,40.3,40.5,9,2022-07-25 13:04:00
40.33,40.3,40.35,40.3,40.3,6,2022-07-25 13:05:00
40.33,40.3,40.3,40.3,40.3,2,2022-07-25 13:06:00
40.33,40.25,40.25,40.25,40.25,1,2022-07-25 13:10:00
40.33,40.25,40.25,40.25,40.25,1,2022-07-25 13:12:00
40.33,40.25,40.4,40.25,40.4,2,2022-07-25 13:14:00
40.33,40.25,40.25,40.25,40.25,3,2022-07-25 13:20:00
40.33,40.3,40.4,40.3,40.4,2,2022-07-25 13:24:00
40.33,40.4,40.4,40.4,40.4,17,2022-07-25 13:30:00
