a,o,h,l,c,v,t
526.24,526,526,526,526,1,2022-07-25 10:00:00
526.24,526,526,526,526,1,2022-07-25 10:01:00
526.24,527,527,527,527,1,2022-07-25 10:02:00
526.24,527,528,527,528,2,2022-07-25 10:03:00
526.24,527,527,527,527,2,2022-07-25 10:04:00
526.27,528,528,528,528,10,2022-07-25 10:05:00
526.29,528,529,528,529,7,2022-07-25 10:06:00
526.32,529,529,528,528,15,2022-07-25 10:07:00
526.34,528,528,528,528,9,2022-07-25 10:08:00
526.35,528,529,528,529,2,2022-07-25 10:09:00
526.38,529,529,528,528,12,2022-07-25 10:10:00
526.38,527,528,527,528,4,2022-07-25 10:11:00
526.38,528,528,527,527,3,2022-07-25 10:12:00
526.39,527,527,527,527,8,2022-07-25 10:13:00
526.39,527,527,527,527,1,2022-07-25 10:15:00
526.39,528,528,528,528,1,2022-07-25 10:16:00
526.41,529,529,529,529,5,2022-07-25 10:17:00
526.42,529,529,528,528,4,2022-07-25 10:18:00
526.44,528,528,528,528,11,2022-07-25 10:19:00
526.44,527,527,527,527,6,2022-07-25 10:20:00
526.44,528,528,528,528,1,2022-07-25 10:21:00
526.45,528,528,528,528,3,2022-07-25 10:22:00
526.46,529,529,528,529,5,2022-07-25 10:24:00
526.46,529,529,529,529,1,2022-07-25 10:25:00
526.49,528,528,528,528,13,2022-07-25 10:26:00
526.49,528,528,528,528,1,2022-07-25 10:27:00
526.49,528,528,528,528,2,2022-07-25 10:29:00
526.49,527,527,527,527,6,2022-07-25 10:30:00
526.49,526,526,525,525,7,2022-07-25 10:31:00
526.49,527,527,527,527,1,2022-07-25 10:32:00
526.49,526,526,526,526,1,2022-07-25 10:33:00
526.49,526,526,526,526,1,2022-07-25 10:34:00
526.49,526,527,526,527,2,2022-07-25 10:35:00
526.49,527,527,527,527,2,2022-07-25 10:36:00
526.49,527,528,527,528,2,2022-07-25 10:37:00
526.5,528,528,528,528,7,2022-07-25 10:38:00
526.51,528,528,528,528,2,2022-07-25 10:39:00
526.51,528,528,528,528,3,2022-07-25 10:40:00
526.52,528,528,528,528,4,2022-07-25 10:41:00
526.52,528,528,527,527,2,2022-07-25 10:42:00
526.53,528,529,528,529,3,2022-07-25 10:43:00
526.54,529,529,528,528,9,2022-07-25 10:45:00
526.54,528,528,528,528,1,2022-07-25 10:46:00
526.55,528,529,528,529,6,2022-07-25 10:47:00
526.56,528,528,528,528,1,2022-07-25 10:48:00
526.56,528,528,528,528,1,2022-07-25 10:52:00
526.56,529,529,528,529,3,2022-07-25 10:54:00
526.58,529,529,529,529,6,2022-07-25 10:55:00
526.64,529,530,529,530,23,2022-07-25 10:56:00
526.64,530,530,530,530,1,2022-07-25 10:57:00
526.67,530,530,529,529,8,2022-07-25 10:58:00
526.67,529,529,529,529,3,2022-07-25 10:59:00
526.68,529,529,529,529,2,2022-07-25 11:00:00
526.69,529,530,529,530,5,2022-07-25 11:01:00
526.74,529,530,529,530,15,2022-07-25 11:02:00
526.75,529,529,529,529,4,2022-07-25 11:03:00
526.76,529,529,529,529,3,2022-07-25 11:05:00
526.76,529,529,529,529,1,2022-07-25 11:07:00
526.76,529,529,529,529,1,2022-07-25 11:08:00
526.76,529,529,529,529,1,2022-07-25 11:10:00
526.78,529,530,529,530,7,2022-07-25 11:11:00
526.83,530,530,530,530,17,2022-07-25 11:12:00
526.92,530,531,530,530,28,2022-07-25 11:13:00
526.98,530,532,530,531,17,2022-07-25 11:14:00
526.99,531,531,530,530,4,2022-07-25 11:15:00
527.02,530,530,530,530,8,2022-07-25 11:16:00
527.02,530,530,530,530,1,2022-07-25 11:18:00
527.02,530,530,530,530,2,2022-07-25 11:19:00
527.04,529,530,529,530,7,2022-07-25 11:20:00
527.12,531,532,530,532,24,2022-07-25 11:22:00
527.13,532,532,531,531,3,2022-07-25 11:25:00
527.14,532,532,531,531,2,2022-07-25 11:26:00
527.15,530,531,530,531,5,2022-07-25 11:27:00
527.16,530,530,530,530,2,2022-07-25 11:28:00
527.16,530,531,530,531,2,2022-07-25 11:29:00
527.17,531,531,531,531,2,2022-07-25 11:30:00
527.17,531,531,531,531,1,2022-07-25 11:32:00
527.18,531,531,531,531,3,2022-07-25 11:33:00
527.18,531,531,531,531,1,2022-07-25 11:34:00
527.19,531,531,531,531,2,2022-07-25 11:35:00
527.28,532,533,532,533,21,2022-07-25 11:36:00
527.29,531,533,531,532,3,2022-07-25 11:37:00
527.3,532,532,532,532,2,2022-07-25 11:38:00
527.3,531,532,531,532,2,2022-07-25 11:40:00
527.33,532,532,531,531,8,2022-07-25 11:42:00
527.38,530,530,529,529,29,2022-07-25 11:44:00
527.39,528,530,528,530,23,2022-07-25 11:45:00
527.39,528,528,528,528,1,2022-07-25 11:46:00
527.39,528,528,528,528,1,2022-07-25 11:47:00
527.39,528,528,528,528,2,2022-07-25 11:48:00
527.4,528,529,528,528,4,2022-07-25 11:49:00
527.4,529,529,529,529,1,2022-07-25 11:51:00
527.4,529,529,529,529,1,2022-07-25 11:52:00
527.4,529,529,529,529,1,2022-07-25 11:53:00
527.4,529,529,529,529,1,2022-07-25 11:55:00
527.41,528,528,528,528,7,2022-07-25 11:56:00
527.4,527,527,527,527,12,2022-07-25 11:57:00
527.4,527,527,526,526,6,2022-07-25 11:58:00
527.39,526,526,526,526,3,2022-07-25 11:59:00
527.39,527,527,527,527,8,2022-07-25 12:00:00
527.39,526,526,526,526,2,2022-07-25 12:01:00
527.38,526,526,526,526,5,2022-07-25 12:03:00
527.38,526,526,526,526,1,2022-07-25 12:04:00
527.38,526,526,526,526,1,2022-07-25 12:05:00
527.38,526,527,526,527,4,2022-07-25 12:06:00
527.38,527,527,527,527,5,2022-07-25 12:09:00
527.38,528,528,528,528,1,2022-07-25 12:10:00
527.38,528,528,528,528,1,2022-07-25 12:12:00
527.37,526,527,526,527,7,2022-07-25 12:13:00
527.37,527,528,527,528,2,2022-07-25 12:16:00
527.37,528,529,528,529,6,2022-07-25 12:17:00
527.37,527,527,526,526,9,2022-07-25 12:18:00
527.36,526,526,526,526,8,2022-07-25 12:21:00
527.35,525,525,525,525,7,2022-07-25 12:23:00
527.33,525,525,525,525,10,2022-07-25 12:25:00
527.3,524,525,524,524,13,2022-07-25 12:26:00
527.3,524,524,524,524,1,2022-07-25 12:27:00
527.29,524,524,524,524,6,2022-07-25 12:28:00
527.28,525,525,525,525,4,2022-07-25 12:31:00
527.27,525,525,525,525,3,2022-07-25 12:32:00
527.27,525,525,524,525,3,2022-07-25 12:37:00
527.26,525,525,525,525,5,2022-07-25 12:38:00
527.26,526,526,526,526,3,2022-07-25 12:40:00
527.25,526,526,526,526,6,2022-07-25 12:41:00
527.25,527,527,527,527,3,2022-07-25 12:44:00
527.25,527,527,527,527,2,2022-07-25 12:45:00
527.25,527,527,527,527,1,2022-07-25 12:46:00
527.25,527,527,527,527,1,2022-07-25 12:47:00
527.26,528,528,528,528,7,2022-07-25 12:49:00
527.26,528,528,528,528,3,2022-07-25 12:51:00
527.26,528,528,528,528,1,2022-07-25 12:52:00
527.26,529,529,529,529,2,2022-07-25 12:53:00
527.26,529,529,529,529,1,2022-07-25 12:54:00
527.26,529,529,529,529,2,2022-07-25 12:55:00
527.26,529,529,529,529,1,2022-07-25 12:56:00
527.27,529,529,529,529,4,2022-07-25 12:57:00
527.29,529,530,529,529,12,2022-07-25 12:58:00
527.29,529,530,529,530,2,2022-07-25 12:59:00
527.29,530,530,529,530,4,2022-07-25 13:00:00
527.3,529,530,529,529,5,2022-07-25 13:01:00
527.3,529,529,529,529,1,2022-07-25 13:02:00
527.31,529,529,529,529,3,2022-07-25 13:03:00
527.31,530,530,529,530,3,2022-07-25 13:04:00
527.31,530,530,530,530,1,2022-07-25 13:05:00
527.32,530,530,529,530,4,2022-07-25 13:06:00
527.32,530,530,530,530,1,2022-07-25 13:07:00
527.32,530,530,529,529,2,2022-07-25 13:08:00
527.32,529,529,529,529,1,2022-07-25 13:09:00
527.33,529,529,529,529,2,2022-07-25 13:10:00
527.33,529,529,528,528,7,2022-07-25 13:11:00
527.33,528,529,528,528,5,2022-07-25 13:12:00
527.33,527,527,527,527,1,2022-07-25 13:13:00
527.33,527,527,527,527,11,2022-07-25 13:14:00
527.31,526,526,525,525,21,2022-07-25 13:16:00
527.31,526,526,525,526,3,2022-07-25 13:17:00
527.3,526,526,525,525,6,2022-07-25 13:18:00
527.28,525,525,524,524,10,2022-07-25 13:19:00
527.23,524,524,523,524,22,2022-07-25 13:20:00
527.2,524,525,524,524,15,2022-07-25 13:21:00
527.19,524,524,523,523,8,2022-07-25 13:22:00
527.09,523,523,521,522,32,2022-07-25 13:23:00
527.07,523,523,522,522,5,2022-07-25 13:24:00
527.04,522,524,522,524,11,2022-07-25 13:25:00
526.97,525,525,525,525,59,2022-07-25 13:30:00
