a,o,h,l,c,v,t
500.11,502.0,502.0,501.0,502.0,22,2022-07-25 09:38:00
500.11,502.0,502.0,501.0,501.0,22,2022-07-25 09:39:00
500.12,501.0,502.0,501.0,501.0,26,2022-07-25 09:40:00
500.12,501.0,501.0,500.0,500.0,40,2022-07-25 09:41:00
500.13,500.0,501.0,500.0,500.0,13,2022-07-25 09:42:00
500.13,500.0,501.0,500.0,500.0,23,2022-07-25 09:43:00
500.13,500.0,501.0,500.0,500.0,62,2022-07-25 09:44:00
500.13,501.0,501.0,500.0,500.0,15,2022-07-25 09:45:00
500.13,501.0,501.0,501.0,501.0,2,2022-07-25 09:46:00
500.13,500.0,501.0,500.0,500.0,15,2022-07-25 09:47:00
500.13,501.0,501.0,500.0,500.0,18,2022-07-25 09:48:00
500.13,501.0,501.0,500.0,500.0,56,2022-07-25 09:49:00
500.12,501.0,501.0,499.5,499.5,249,2022-07-25 09:50:00
500.12,499.5,500.0,499.5,499.5,30,2022-07-25 09:51:00
500.12,500.0,500.0,499.5,499.5,8,2022-07-25 09:52:00
500.11,499.5,500.0,499.0,499.5,68,2022-07-25 09:53:00
500.11,499.5,500.0,499.5,500.0,104,2022-07-25 09:54:00
500.11,500.0,501.0,499.5,500.0,53,2022-07-25 09:55:00
500.11,500.0,501.0,499.5,501.0,6,2022-07-25 09:56:00
500.11,500.0,501.0,500.0,500.0,10,2022-07-25 09:57:00
500.11,501.0,501.0,500.0,500.0,8,2022-07-25 09:58:00
500.11,500.0,501.0,500.0,500.0,8,2022-07-25 09:59:00
500.11,500.0,501.0,499.5,500.0,48,2022-07-25 10:00:00
500.11,500.0,500.0,499.5,499.5,22,2022-07-25 10:01:00
500.1,500.0,500.0,499.5,499.5,27,2022-07-25 10:02:00
500.1,499.5,500.0,499.0,499.5,68,2022-07-25 10:03:00
500.09,499.5,500.0,499.0,499.5,65,2022-07-25 10:04:00
500.09,499.5,500.0,499.5,500.0,26,2022-07-25 10:05:00
500.09,500.0,500.0,499.5,500.0,19,2022-07-25 10:06:00
500.09,500.0,500.0,499.5,500.0,41,2022-07-25 10:07:00
500.09,500.0,500.0,499.5,500.0,11,2022-07-25 10:08:00
500.09,500.0,500.0,499.5,499.5,7,2022-07-25 10:09:00
500.09,500.0,500.0,499.5,500.0,4,2022-07-25 10:10:00
500.09,499.5,500.0,499.5,500.0,5,2022-07-25 10:11:00
500.08,499.5,500.0,499.5,499.5,127,2022-07-25 10:12:00
500.08,500.0,500.0,500.0,500.0,5,2022-07-25 10:13:00
500.08,500.0,500.0,499.5,500.0,57,2022-07-25 10:14:00
500.08,500.0,500.0,499.5,500.0,5,2022-07-25 10:15:00
500.08,500.0,500.0,499.5,500.0,90,2022-07-25 10:16:00
500.07,500.0,500.0,499.5,500.0,109,2022-07-25 10:17:00
500.07,500.0,500.0,499.5,500.0,12,2022-07-25 10:18:00
500.07,499.5,500.0,499.5,499.5,8,2022-07-25 10:19:00
500.07,499.5,500.0,499.5,500.0,8,2022-07-25 10:20:00
500.07,500.0,500.0,499.5,499.5,20,2022-07-25 10:21:00
500.07,499.5,500.0,499.5,500.0,10,2022-07-25 10:22:00
500.07,499.5,500.0,499.5,499.5,58,2022-07-25 10:23:00
500.06,499.5,499.5,499.0,499.0,72,2022-07-25 10:24:00
500.06,499.5,499.5,499.0,499.5,10,2022-07-25 10:25:00
500.05,499.5,499.5,499.0,499.0,36,2022-07-25 10:26:00
500.05,499.0,499.5,499.0,499.0,56,2022-07-25 10:27:00
499.97,499.0,499.5,498.0,498.5,479,2022-07-25 10:28:00
499.97,498.5,499.0,498.0,499.0,18,2022-07-25 10:29:00
499.96,499.0,499.0,498.5,499.0,20,2022-07-25 10:30:00
499.96,499.0,499.0,498.5,498.5,7,2022-07-25 10:31:00
499.96,498.5,499.0,498.5,499.0,15,2022-07-25 10:32:00
499.96,499.0,499.0,498.5,499.0,8,2022-07-25 10:33:00
499.96,498.5,499.0,498.5,498.5,9,2022-07-25 10:34:00
499.9,499.0,499.0,498.0,498.0,320,2022-07-25 10:35:00
499.9,499.0,499.0,498.5,498.5,23,2022-07-25 10:36:00
499.9,498.5,498.5,498.0,498.5,12,2022-07-25 10:37:00
499.89,498.5,499.0,498.5,499.0,31,2022-07-25 10:38:00
499.89,498.5,499.0,498.5,499.0,22,2022-07-25 10:39:00
499.87,499.0,499.5,498.5,499.0,230,2022-07-25 10:40:00
499.86,499.5,499.5,499.0,499.0,64,2022-07-25 10:41:00
499.86,498.5,499.0,498.5,498.5,11,2022-07-25 10:42:00
499.85,498.5,499.5,498.5,499.5,102,2022-07-25 10:43:00
499.85,499.5,499.5,499.0,499.5,8,2022-07-25 10:44:00
499.85,499.5,499.5,499.5,499.5,3,2022-07-25 10:45:00
499.85,499.5,499.5,499.0,499.0,9,2022-07-25 10:46:00
499.85,499.0,499.5,499.0,499.0,16,2022-07-25 10:47:00
499.85,499.5,499.5,499.0,499.0,7,2022-07-25 10:48:00
499.85,499.0,499.5,499.0,499.5,4,2022-07-25 10:49:00
499.85,499.0,499.5,499.0,499.5,7,2022-07-25 10:50:00
499.84,499.5,499.5,499.0,499.5,88,2022-07-25 10:51:00
499.84,499.5,500.0,499.0,500.0,160,2022-07-25 10:52:00
499.84,499.5,500.0,499.5,500.0,27,2022-07-25 10:53:00
499.84,500.0,500.0,499.5,499.5,4,2022-07-25 10:54:00
499.84,499.5,500.0,499.5,499.5,7,2022-07-25 10:55:00
499.84,500.0,500.0,499.0,499.5,88,2022-07-25 10:56:00
499.84,499.5,499.5,499.0,499.0,6,2022-07-25 10:57:00
499.84,499.5,499.5,499.0,499.5,11,2022-07-25 10:58:00
499.84,499.5,499.5,499.5,499.5,13,2022-07-25 10:59:00
499.83,499.5,499.5,499.0,499.5,11,2022-07-25 11:00:00
499.83,499.5,499.5,499.0,499.5,14,2022-07-25 11:01:00
499.83,499.5,499.5,499.5,499.5,5,2022-07-25 11:02:00
499.83,499.5,500.0,499.5,500.0,14,2022-07-25 11:03:00
499.83,500.0,500.0,499.5,499.5,7,2022-07-25 11:04:00
499.83,499.5,500.0,499.5,500.0,11,2022-07-25 11:05:00
499.83,500.0,500.0,499.5,499.5,18,2022-07-25 11:06:00
499.83,499.5,499.5,499.5,499.5,3,2022-07-25 11:07:00
499.83,499.5,499.5,499.5,499.5,2,2022-07-25 11:08:00
499.83,500.0,500.0,499.5,500.0,11,2022-07-25 11:09:00
499.83,500.0,500.0,499.5,500.0,3,2022-07-25 11:10:00
499.83,500.0,500.0,499.5,500.0,13,2022-07-25 11:11:00
499.83,500.0,500.0,499.5,500.0,16,2022-07-25 11:12:00
499.83,500.0,500.0,499.5,500.0,5,2022-07-25 11:13:00
499.83,500.0,500.0,499.5,499.5,11,2022-07-25 11:14:00
499.83,499.5,500.0,499.5,499.5,15,2022-07-25 11:15:00
499.83,500.0,500.0,499.5,499.5,5,2022-07-25 11:16:00
499.83,499.5,500.0,499.5,499.5,10,2022-07-25 11:17:00
499.83,499.5,500.0,499.5,500.0,33,2022-07-25 11:18:00
499.83,499.5,499.5,499.5,499.5,1,2022-07-25 11:19:00
499.83,499.5,499.5,499.5,499.5,6,2022-07-25 11:20:00
499.83,499.5,500.0,499.5,499.5,23,2022-07-25 11:21:00
499.83,499.5,499.5,499.5,499.5,3,2022-07-25 11:22:00
499.83,499.5,500.0,499.5,500.0,7,2022-07-25 11:23:00
499.83,500.0,500.0,499.5,500.0,7,2022-07-25 11:24:00
499.83,500.0,500.0,499.5,500.0,10,2022-07-25 11:25:00
499.83,500.0,500.0,499.5,500.0,15,2022-07-25 11:26:00
499.83,500.0,500.0,499.5,500.0,15,2022-07-25 11:27:00
499.83,500.0,500.0,499.5,499.5,12,2022-07-25 11:28:00
499.83,500.0,500.0,499.5,499.5,5,2022-07-25 11:29:00
499.83,500.0,500.0,499.5,500.0,20,2022-07-25 11:30:00
499.83,499.5,500.0,499.5,500.0,5,2022-07-25 11:31:00
499.83,500.0,500.0,499.5,500.0,11,2022-07-25 11:32:00
499.83,500.0,500.0,499.5,500.0,10,2022-07-25 11:33:00
499.83,499.5,500.0,499.5,500.0,8,2022-07-25 11:34:00
499.83,499.5,500.0,499.5,500.0,16,2022-07-25 11:35:00
499.83,500.0,500.0,500.0,500.0,1,2022-07-25 11:36:00
499.83,500.0,500.0,499.5,499.5,4,2022-07-25 11:37:00
499.83,499.5,500.0,499.5,500.0,13,2022-07-25 11:38:00
499.83,500.0,500.0,499.5,500.0,37,2022-07-25 11:39:00
499.83,500.0,500.0,499.5,500.0,17,2022-07-25 11:40:00
499.83,500.0,500.0,499.5,500.0,19,2022-07-25 11:41:00
499.83,500.0,500.0,500.0,500.0,46,2022-07-25 11:42:00
499.83,500.0,500.0,500.0,500.0,21,2022-07-25 11:43:00
499.83,499.5,500.0,499.5,500.0,21,2022-07-25 11:44:00
499.83,500.0,500.0,499.5,500.0,11,2022-07-25 11:45:00
499.83,499.5,500.0,499.5,500.0,17,2022-07-25 11:46:00
499.83,500.0,500.0,499.5,499.5,10,2022-07-25 11:47:00
499.83,500.0,500.0,499.5,500.0,9,2022-07-25 11:48:00
499.83,499.5,500.0,499.5,500.0,25,2022-07-25 11:49:00
499.83,500.0,500.0,499.5,500.0,18,2022-07-25 11:50:00
499.83,499.5,500.0,499.5,500.0,18,2022-07-25 11:51:00
499.83,500.0,500.0,499.5,500.0,17,2022-07-25 11:52:00
499.83,500.0,500.0,500.0,500.0,12,2022-07-25 11:53:00
499.83,500.0,500.0,499.5,500.0,124,2022-07-25 11:54:00
499.83,500.0,500.0,499.5,500.0,52,2022-07-25 11:55:00
499.83,500.0,500.0,499.5,500.0,19,2022-07-25 11:56:00
499.83,500.0,500.0,500.0,500.0,7,2022-07-25 11:57:00
499.84,500.0,501.0,499.5,500.0,151,2022-07-25 11:58:00
499.84,501.0,501.0,500.0,501.0,11,2022-07-25 11:59:00
499.84,501.0,501.0,500.0,501.0,6,2022-07-25 12:00:00
499.84,501.0,501.0,501.0,501.0,7,2022-07-25 12:01:00
499.84,501.0,501.0,501.0,501.0,5,2022-07-25 12:02:00
499.84,501.0,501.0,500.0,501.0,12,2022-07-25 12:03:00
499.84,501.0,501.0,500.0,501.0,8,2022-07-25 12:04:00
499.84,501.0,501.0,501.0,501.0,10,2022-07-25 12:05:00
499.84,501.0,501.0,500.0,501.0,10,2022-07-25 12:06:00
499.84,501.0,501.0,500.0,501.0,10,2022-07-25 12:07:00
499.86,500.0,502.0,500.0,502.0,184,2022-07-25 12:08:00
499.87,502.0,502.0,501.0,502.0,34,2022-07-25 12:09:00
499.87,502.0,502.0,501.0,502.0,9,2022-07-25 12:10:00
499.87,501.0,502.0,501.0,502.0,6,2022-07-25 12:11:00
499.88,502.0,502.0,501.0,502.0,11,2022-07-25 12:12:00
499.88,502.0,502.0,501.0,502.0,12,2022-07-25 12:13:00
499.88,502.0,502.0,501.0,502.0,10,2022-07-25 12:14:00
499.88,502.0,502.0,501.0,502.0,10,2022-07-25 12:15:00
499.88,502.0,502.0,501.0,502.0,14,2022-07-25 12:16:00
499.89,502.0,502.0,501.0,501.0,14,2022-07-25 12:17:00
499.89,502.0,502.0,501.0,502.0,19,2022-07-25 12:18:00
499.89,502.0,502.0,501.0,502.0,12,2022-07-25 12:19:00
499.9,502.0,502.0,501.0,501.0,18,2022-07-25 12:20:00
499.9,502.0,502.0,501.0,502.0,17,2022-07-25 12:21:00
499.9,502.0,502.0,501.0,501.0,16,2022-07-25 12:22:00
499.9,502.0,502.0,501.0,502.0,15,2022-07-25 12:23:00
499.9,501.0,502.0,501.0,501.0,8,2022-07-25 12:24:00
499.91,501.0,502.0,501.0,501.0,37,2022-07-25 12:25:00
499.91,501.0,502.0,501.0,501.0,12,2022-07-25 12:26:00
499.92,501.0,502.0,501.0,502.0,123,2022-07-25 12:27:00
499.93,501.0,502.0,501.0,502.0,26,2022-07-25 12:28:00
499.93,501.0,502.0,501.0,502.0,12,2022-07-25 12:29:00
499.93,501.0,502.0,501.0,501.0,21,2022-07-25 12:30:00
499.93,502.0,502.0,501.0,501.0,10,2022-07-25 12:31:00
499.94,501.0,502.0,501.0,501.0,64,2022-07-25 12:32:00
499.94,501.0,502.0,501.0,501.0,12,2022-07-25 12:33:00
499.94,501.0,502.0,501.0,502.0,9,2022-07-25 12:34:00
499.94,502.0,502.0,501.0,501.0,7,2022-07-25 12:35:00
499.94,502.0,502.0,501.0,501.0,21,2022-07-25 12:36:00
499.94,502.0,502.0,502.0,502.0,3,2022-07-25 12:37:00
499.95,502.0,502.0,501.0,501.0,8,2022-07-25 12:38:00
499.95,501.0,502.0,501.0,502.0,11,2022-07-25 12:39:00
499.95,501.0,502.0,501.0,501.0,21,2022-07-25 12:40:00
499.95,501.0,502.0,501.0,501.0,10,2022-07-25 12:41:00
499.95,502.0,502.0,501.0,501.0,11,2022-07-25 12:42:00
499.95,502.0,502.0,501.0,501.0,17,2022-07-25 12:43:00
499.96,501.0,502.0,501.0,501.0,38,2022-07-25 12:44:00
499.96,501.0,502.0,501.0,502.0,16,2022-07-25 12:45:00
499.96,501.0,502.0,501.0,502.0,8,2022-07-25 12:46:00
499.97,502.0,502.0,501.0,501.0,11,2022-07-25 12:47:00
499.97,502.0,502.0,501.0,502.0,9,2022-07-25 12:48:00
499.97,502.0,502.0,501.0,502.0,11,2022-07-25 12:49:00
499.97,502.0,502.0,501.0,501.0,5,2022-07-25 12:50:00
499.97,502.0,502.0,501.0,501.0,13,2022-07-25 12:51:00
499.97,502.0,502.0,501.0,501.0,12,2022-07-25 12:52:00
499.97,501.0,502.0,501.0,502.0,10,2022-07-25 12:53:00
499.98,501.0,502.0,501.0,502.0,18,2022-07-25 12:54:00
499.98,501.0,502.0,501.0,502.0,22,2022-07-25 12:55:00
499.98,501.0,502.0,501.0,501.0,33,2022-07-25 12:56:00
499.99,501.0,502.0,501.0,501.0,54,2022-07-25 12:57:00
500.0,501.0,502.0,501.0,501.0,50,2022-07-25 12:58:00
500.0,502.0,502.0,501.0,502.0,65,2022-07-25 12:59:00
500.01,501.0,502.0,501.0,501.0,18,2022-07-25 13:00:00
500.01,501.0,502.0,501.0,501.0,23,2022-07-25 13:01:00
500.01,501.0,502.0,501.0,501.0,30,2022-07-25 13:02:00
500.02,501.0,502.0,500.0,500.0,133,2022-07-25 13:03:00
500.02,500.0,501.0,500.0,500.0,10,2022-07-25 13:04:00
500.02,500.0,501.0,500.0,500.0,10,2022-07-25 13:05:00
500.02,500.0,501.0,500.0,500.0,15,2022-07-25 13:06:00
500.02,500.0,501.0,500.0,501.0,18,2022-07-25 13:07:00
500.02,500.0,501.0,500.0,501.0,16,2022-07-25 13:08:00
500.02,500.0,501.0,500.0,501.0,42,2022-07-25 13:09:00
500.03,501.0,501.0,500.0,500.0,27,2022-07-25 13:10:00
500.03,500.0,501.0,500.0,501.0,23,2022-07-25 13:11:00
500.03,500.0,501.0,500.0,501.0,21,2022-07-25 13:12:00
500.03,500.0,501.0,500.0,500.0,40,2022-07-25 13:13:00
500.03,500.0,501.0,500.0,500.0,27,2022-07-25 13:14:00
500.03,500.0,501.0,500.0,500.0,51,2022-07-25 13:15:00
500.03,501.0,501.0,500.0,500.0,48,2022-07-25 13:16:00
500.03,500.0,501.0,500.0,500.0,64,2022-07-25 13:17:00
500.04,501.0,501.0,500.0,500.0,36,2022-07-25 13:18:00
500.04,500.0,501.0,500.0,500.0,61,2022-07-25 13:19:00
500.04,500.0,501.0,500.0,501.0,21,2022-07-25 13:20:00
500.04,501.0,501.0,500.0,500.0,56,2022-07-25 13:21:00
500.04,501.0,501.0,500.0,500.0,45,2022-07-25 13:22:00
500.04,500.0,501.0,500.0,500.0,105,2022-07-25 13:23:00
500.05,500.0,501.0,500.0,501.0,87,2022-07-25 13:24:00
500.06,501.0,502.0,500.0,502.0,181,2022-07-25 13:25:00
499.97,499.5,499.5,499.5,499.5,2405,2022-07-25 13:30:00
