a,o,h,l,c,v,t
125.69,124.5,124.5,124.0,124.0,11,2022-07-25 11:07:00
125.69,124.0,124.5,124.0,124.0,9,2022-07-25 11:08:00
125.65,124.0,124.0,123.5,124.0,278,2022-07-25 11:09:00
125.65,124.0,124.0,123.5,124.0,28,2022-07-25 11:10:00
125.65,123.5,124.0,123.5,123.5,5,2022-07-25 11:11:00
125.65,124.0,124.0,124.0,124.0,2,2022-07-25 11:12:00
125.65,124.0,124.0,123.5,124.0,10,2022-07-25 11:13:00
125.64,124.0,124.0,123.5,124.0,61,2022-07-25 11:14:00
125.64,124.0,124.0,123.5,124.0,16,2022-07-25 11:15:00
125.64,124.0,124.0,123.5,124.0,9,2022-07-25 11:16:00
125.63,124.0,124.0,124.0,124.0,42,2022-07-25 11:17:00
125.63,124.0,124.0,124.0,124.0,1,2022-07-25 11:18:00
125.62,124.0,125.0,124.0,125.0,73,2022-07-25 11:19:00
125.62,124.5,124.5,124.5,124.5,20,2022-07-25 11:20:00
125.62,124.5,124.5,124.5,124.5,13,2022-07-25 11:21:00
125.62,124.5,124.5,124.5,124.5,9,2022-07-25 11:22:00
125.62,124.5,124.5,124.5,124.5,1,2022-07-25 11:23:00
125.62,124.5,125.0,124.5,124.5,7,2022-07-25 11:24:00
125.62,124.5,124.5,124.0,124.0,11,2022-07-25 11:25:00
125.62,124.0,124.0,124.0,124.0,5,2022-07-25 11:26:00
125.62,124.0,124.5,124.0,124.0,6,2022-07-25 11:27:00
125.62,124.0,125.0,124.0,125.0,41,2022-07-25 11:28:00
125.61,125.0,125.0,125.0,125.0,19,2022-07-25 11:29:00
125.61,125.0,125.0,125.0,125.0,7,2022-07-25 11:30:00
125.61,125.0,125.0,125.0,125.0,9,2022-07-25 11:31:00
125.61,125.0,125.0,125.0,125.0,2,2022-07-25 11:32:00
125.61,125.0,125.0,125.0,125.0,28,2022-07-25 11:34:00
125.61,125.0,125.0,125.0,125.0,2,2022-07-25 11:35:00
125.61,125.0,125.0,124.5,125.0,29,2022-07-25 11:36:00
125.61,125.0,125.0,125.0,125.0,6,2022-07-25 11:37:00
125.61,125.0,125.0,125.0,125.0,4,2022-07-25 11:38:00
125.61,124.5,125.0,124.5,125.0,4,2022-07-25 11:40:00
125.61,124.5,125.0,124.5,125.0,3,2022-07-25 11:41:00
125.61,125.0,125.0,125.0,125.0,1,2022-07-25 11:42:00
125.61,125.0,125.0,124.5,124.5,3,2022-07-25 11:44:00
125.61,124.5,124.5,124.5,124.5,2,2022-07-25 11:45:00
125.61,124.5,124.5,124.5,124.5,12,2022-07-25 11:46:00
125.61,124.5,125.0,124.5,124.5,27,2022-07-25 11:47:00
125.61,124.5,124.5,124.0,124.0,4,2022-07-25 11:48:00
125.61,124.0,124.0,124.0,124.0,1,2022-07-25 11:49:00
125.61,124.0,124.5,124.0,124.5,5,2022-07-25 11:50:00
125.61,124.5,124.5,124.5,124.5,1,2022-07-25 11:51:00
125.61,124.5,124.5,124.5,124.5,1,2022-07-25 11:52:00
125.6,124.5,124.5,124.0,124.0,35,2022-07-25 11:53:00
125.6,124.0,124.5,124.0,124.0,10,2022-07-25 11:54:00
125.6,124.0,124.0,124.0,124.0,5,2022-07-25 11:55:00
125.59,124.0,124.0,124.0,124.0,65,2022-07-25 11:56:00
125.59,124.0,124.0,124.0,124.0,19,2022-07-25 11:57:00
125.59,124.0,124.0,123.5,124.0,8,2022-07-25 11:58:00
125.59,124.0,124.0,123.5,123.5,12,2022-07-25 11:59:00
125.59,123.5,124.0,123.5,123.5,8,2022-07-25 12:00:00
125.58,124.0,124.5,124.0,124.0,38,2022-07-25 12:01:00
125.58,124.0,124.5,124.0,124.5,8,2022-07-25 12:02:00
125.58,124.5,124.5,124.5,124.5,2,2022-07-25 12:03:00
125.58,124.5,124.5,124.5,124.5,20,2022-07-25 12:04:00
125.58,124.5,124.5,124.5,124.5,25,2022-07-25 12:05:00
125.58,124.5,124.5,124.5,124.5,1,2022-07-25 12:06:00
125.58,124.5,124.5,124.5,124.5,4,2022-07-25 12:07:00
125.58,124.5,124.5,124.5,124.5,12,2022-07-25 12:08:00
125.58,124.5,125.0,124.5,125.0,11,2022-07-25 12:09:00
125.58,125.0,125.0,125.0,125.0,6,2022-07-25 12:10:00
125.58,125.0,125.0,124.5,124.5,5,2022-07-25 12:11:00
125.58,124.5,124.5,124.5,124.5,13,2022-07-25 12:12:00
125.57,124.5,124.5,124.0,124.0,11,2022-07-25 12:13:00
125.57,124.5,124.5,124.5,124.5,1,2022-07-25 12:14:00
125.57,124.5,124.5,124.5,124.5,2,2022-07-25 12:15:00
125.57,124.5,124.5,124.5,124.5,7,2022-07-25 12:16:00
125.57,125.0,125.0,124.5,124.5,10,2022-07-25 12:17:00
125.57,124.5,124.5,124.5,124.5,2,2022-07-25 12:18:00
125.57,124.5,124.5,124.5,124.5,5,2022-07-25 12:19:00
125.57,124.5,124.5,124.5,124.5,3,2022-07-25 12:20:00
125.57,124.5,124.5,124.5,124.5,1,2022-07-25 12:21:00
125.57,124.5,124.5,124.5,124.5,2,2022-07-25 12:22:00
125.57,124.5,124.5,124.5,124.5,6,2022-07-25 12:23:00
125.57,124.5,124.5,124.5,124.5,15,2022-07-25 12:24:00
125.57,124.5,124.5,124.5,124.5,1,2022-07-25 12:25:00
125.57,124.0,124.0,124.0,124.0,5,2022-07-25 12:26:00
125.57,124.0,124.5,124.0,124.0,3,2022-07-25 12:27:00
125.57,124.0,124.5,124.0,124.5,4,2022-07-25 12:28:00
125.57,124.0,124.5,124.0,124.5,7,2022-07-25 12:29:00
125.57,124.5,124.5,124.5,124.5,4,2022-07-25 12:30:00
125.57,124.5,124.5,124.5,124.5,6,2022-07-25 12:31:00
125.57,124.5,124.5,124.0,124.0,10,2022-07-25 12:32:00
125.57,124.0,124.5,124.0,124.5,13,2022-07-25 12:33:00
125.56,124.0,124.0,124.0,124.0,30,2022-07-25 12:34:00
125.56,124.0,124.0,124.0,124.0,51,2022-07-25 12:35:00
125.55,124.0,124.0,123.5,124.0,18,2022-07-25 12:36:00
125.55,124.0,124.5,124.0,124.5,23,2022-07-25 12:37:00
125.55,124.5,124.5,124.0,124.0,6,2022-07-25 12:38:00
125.55,124.5,124.5,124.5,124.5,7,2022-07-25 12:39:00
125.55,124.5,124.5,124.5,124.5,7,2022-07-25 12:40:00
125.55,124.5,124.5,124.5,124.5,26,2022-07-25 12:41:00
125.55,124.5,124.5,124.5,124.5,8,2022-07-25 12:42:00
125.55,124.5,124.5,124.5,124.5,7,2022-07-25 12:43:00
125.55,124.5,124.5,124.5,124.5,11,2022-07-25 12:44:00
125.55,124.5,125.0,124.5,125.0,23,2022-07-25 12:45:00
125.55,125.0,125.0,124.5,124.5,11,2022-07-25 12:46:00
125.54,125.0,125.0,124.5,124.5,45,2022-07-25 12:47:00
125.54,124.5,124.5,124.5,124.5,19,2022-07-25 12:48:00
125.54,124.5,124.5,124.5,124.5,8,2022-07-25 12:49:00
125.54,124.5,124.5,124.0,124.0,9,2022-07-25 12:50:00
125.54,124.0,124.5,124.0,124.0,13,2022-07-25 12:51:00
125.54,124.0,124.5,124.0,124.5,12,2022-07-25 12:52:00
125.53,124.0,125.0,124.0,125.0,92,2022-07-25 12:53:00
125.53,124.5,125.0,124.5,124.5,25,2022-07-25 12:54:00
125.53,124.5,125.0,124.5,125.0,25,2022-07-25 12:55:00
125.53,125.0,125.0,124.5,125.0,10,2022-07-25 12:56:00
125.53,125.0,125.0,125.0,125.0,11,2022-07-25 12:57:00
125.53,125.0,125.0,124.5,124.5,7,2022-07-25 12:58:00
125.53,125.0,125.0,124.5,124.5,9,2022-07-25 12:59:00
125.52,124.5,125.0,124.5,124.5,42,2022-07-25 13:00:00
125.52,125.0,125.0,124.5,124.5,21,2022-07-25 13:01:00
125.52,124.5,125.0,124.0,124.5,47,2022-07-25 13:02:00
125.52,125.0,125.0,124.5,124.5,23,2022-07-25 13:03:00
125.52,124.5,125.0,124.5,124.5,26,2022-07-25 13:04:00
125.52,124.5,125.0,124.0,125.0,23,2022-07-25 13:05:00
125.51,124.5,125.0,124.0,124.5,56,2022-07-25 13:06:00
125.51,124.5,124.5,124.5,124.5,6,2022-07-25 13:07:00
125.51,124.5,124.5,124.0,124.5,32,2022-07-25 13:08:00
125.51,124.5,124.5,124.0,124.0,29,2022-07-25 13:09:00
125.5,124.5,124.5,124.0,124.0,28,2022-07-25 13:10:00
125.5,124.5,124.5,124.0,124.0,30,2022-07-25 13:11:00
125.5,124.5,124.5,124.0,124.5,29,2022-07-25 13:12:00
125.5,124.5,124.5,124.0,124.5,25,2022-07-25 13:13:00
125.49,124.5,125.0,124.0,125.0,184,2022-07-25 13:14:00
125.48,125.0,125.5,124.5,125.5,316,2022-07-25 13:15:00
125.48,125.5,126.0,125.0,125.5,211,2022-07-25 13:16:00
125.48,125.5,125.5,125.0,125.5,34,2022-07-25 13:17:00
125.48,125.5,125.5,125.0,125.5,31,2022-07-25 13:18:00
125.48,125.5,125.5,125.0,125.5,64,2022-07-25 13:19:00
125.48,125.5,126.0,125.5,126.0,42,2022-07-25 13:20:00
125.48,126.0,126.0,125.5,125.5,84,2022-07-25 13:21:00
125.48,125.5,126.0,125.0,125.5,117,2022-07-25 13:22:00
125.48,125.5,125.5,125.0,125.5,170,2022-07-25 13:23:00
125.49,125.5,126.5,125.5,126.5,330,2022-07-25 13:24:00
125.51,126.5,127.0,126.0,126.5,332,2022-07-25 13:25:00
125.66,128.0,128.0,128.0,128.0,1118,2022-07-25 13:30:00
