a,o,h,l,c,v,t
33.7,33.75,33.75,33.7,33.7,42,2022-07-25 10:31:00
33.7,33.7,33.75,33.7,33.7,10,2022-07-25 10:32:00
33.7,33.7,33.75,33.7,33.7,6,2022-07-25 10:33:00
33.7,33.75,33.75,33.7,33.7,17,2022-07-25 10:34:00
33.7,33.75,33.75,33.65,33.7,374,2022-07-25 10:35:00
33.7,33.7,33.7,33.65,33.65,138,2022-07-25 10:36:00
33.7,33.65,33.7,33.6,33.65,77,2022-07-25 10:37:00
33.7,33.65,33.7,33.65,33.7,223,2022-07-25 10:38:00
33.7,33.75,33.75,33.7,33.75,19,2022-07-25 10:39:00
33.7,33.75,33.75,33.7,33.75,11,2022-07-25 10:40:00
33.7,33.75,33.75,33.7,33.7,19,2022-07-25 10:41:00
33.7,33.75,33.75,33.7,33.7,19,2022-07-25 10:42:00
33.7,33.7,33.75,33.7,33.7,17,2022-07-25 10:43:00
33.7,33.7,33.8,33.7,33.75,195,2022-07-25 10:44:00
33.7,33.75,33.8,33.75,33.75,8,2022-07-25 10:45:00
33.7,33.75,33.75,33.75,33.75,30,2022-07-25 10:46:00
33.7,33.75,33.8,33.75,33.8,22,2022-07-25 10:47:00
33.7,33.75,33.8,33.75,33.75,13,2022-07-25 10:48:00
33.7,33.75,33.8,33.75,33.8,15,2022-07-25 10:49:00
33.7,33.75,33.8,33.75,33.75,25,2022-07-25 10:50:00
33.7,33.75,33.8,33.75,33.75,30,2022-07-25 10:51:00
33.7,33.75,33.75,33.75,33.75,12,2022-07-25 10:52:00
33.7,33.75,33.8,33.75,33.75,28,2022-07-25 10:53:00
33.7,33.75,33.8,33.75,33.75,45,2022-07-25 10:54:00
33.7,33.75,33.8,33.75,33.8,9,2022-07-25 10:55:00
33.7,33.8,33.8,33.75,33.75,57,2022-07-25 10:56:00
33.7,33.75,33.8,33.75,33.8,46,2022-07-25 10:57:00
33.7,33.8,33.8,33.75,33.75,32,2022-07-25 10:58:00
33.7,33.8,33.8,33.75,33.75,23,2022-07-25 10:59:00
33.7,33.8,33.8,33.75,33.8,15,2022-07-25 11:00:00
33.7,33.75,33.75,33.75,33.75,21,2022-07-25 11:01:00
33.7,33.75,33.8,33.75,33.8,30,2022-07-25 11:02:00
33.7,33.75,33.75,33.7,33.75,27,2022-07-25 11:03:00
33.7,33.75,33.75,33.7,33.75,5,2022-07-25 11:04:00
33.7,33.75,33.75,33.7,33.75,37,2022-07-25 11:05:00
33.7,33.75,33.75,33.7,33.75,52,2022-07-25 11:06:00
33.7,33.75,33.75,33.7,33.75,35,2022-07-25 11:07:00
33.7,33.7,33.75,33.7,33.75,7,2022-07-25 11:08:00
33.7,33.75,33.75,33.7,33.75,17,2022-07-25 11:09:00
33.7,33.7,33.75,33.7,33.75,40,2022-07-25 11:10:00
33.7,33.75,33.75,33.7,33.7,39,2022-07-25 11:11:00
33.7,33.75,33.75,33.75,33.75,33,2022-07-25 11:12:00
33.7,33.75,33.75,33.7,33.7,10,2022-07-25 11:13:00
33.7,33.75,33.75,33.7,33.7,8,2022-07-25 11:14:00
33.7,33.7,33.75,33.7,33.7,35,2022-07-25 11:15:00
33.7,33.75,33.75,33.7,33.75,145,2022-07-25 11:16:00
33.7,33.75,33.8,33.75,33.75,21,2022-07-25 11:17:00
33.7,33.75,33.75,33.75,33.75,35,2022-07-25 11:18:00
33.7,33.75,33.75,33.7,33.75,20,2022-07-25 11:19:00
33.7,33.75,33.8,33.75,33.8,246,2022-07-25 11:20:00
33.7,33.8,33.8,33.75,33.8,37,2022-07-25 11:21:00
33.7,33.8,33.8,33.75,33.8,8,2022-07-25 11:22:00
33.7,33.8,33.8,33.75,33.75,15,2022-07-25 11:23:00
33.7,33.8,33.85,33.8,33.85,102,2022-07-25 11:24:00
33.7,33.8,33.8,33.8,33.8,15,2022-07-25 11:25:00
33.7,33.8,33.8,33.8,33.8,4,2022-07-25 11:26:00
33.7,33.8,33.8,33.8,33.8,17,2022-07-25 11:27:00
33.7,33.8,33.8,33.8,33.8,8,2022-07-25 11:28:00
33.7,33.8,33.8,33.8,33.8,23,2022-07-25 11:29:00
33.7,33.8,33.8,33.8,33.8,6,2022-07-25 11:30:00
33.7,33.75,33.8,33.75,33.8,130,2022-07-25 11:31:00
33.7,33.8,33.8,33.75,33.8,9,2022-07-25 11:32:00
33.7,33.8,33.8,33.75,33.8,7,2022-07-25 11:33:00
33.7,33.8,33.85,33.8,33.85,52,2022-07-25 11:34:00
33.7,33.85,33.9,33.8,33.85,264,2022-07-25 11:35:00
33.7,33.85,33.9,33.85,33.85,81,2022-07-25 11:36:00
33.7,33.85,33.85,33.85,33.85,7,2022-07-25 11:37:00
33.7,33.8,33.85,33.75,33.8,216,2022-07-25 11:38:00
33.7,33.8,33.8,33.8,33.8,21,2022-07-25 11:39:00
33.7,33.8,33.85,33.75,33.85,30,2022-07-25 11:40:00
33.7,33.85,33.85,33.8,33.85,6,2022-07-25 11:41:00
33.7,33.85,33.85,33.85,33.85,106,2022-07-25 11:42:00
33.7,33.8,33.85,33.8,33.85,13,2022-07-25 11:43:00
33.7,33.85,33.85,33.85,33.85,32,2022-07-25 11:44:00
33.7,33.8,33.85,33.8,33.85,20,2022-07-25 11:45:00
33.7,33.85,33.85,33.8,33.85,118,2022-07-25 11:46:00
33.71,33.85,33.85,33.85,33.85,135,2022-07-25 11:47:00
33.71,33.8,33.9,33.8,33.9,43,2022-07-25 11:48:00
33.71,33.85,33.85,33.8,33.85,25,2022-07-25 11:49:00
33.71,33.85,33.85,33.8,33.8,14,2022-07-25 11:50:00
33.71,33.85,33.85,33.85,33.85,4,2022-07-25 11:51:00
33.71,33.8,33.85,33.8,33.85,60,2022-07-25 11:52:00
33.71,33.85,33.85,33.8,33.85,27,2022-07-25 11:53:00
33.71,33.85,33.85,33.8,33.8,13,2022-07-25 11:54:00
33.71,33.85,33.85,33.8,33.8,130,2022-07-25 11:55:00
33.71,33.75,33.8,33.75,33.8,26,2022-07-25 11:56:00
33.71,33.8,33.8,33.75,33.8,159,2022-07-25 11:57:00
33.71,33.8,33.85,33.8,33.8,199,2022-07-25 11:58:00
33.71,33.8,33.85,33.8,33.8,16,2022-07-25 11:59:00
33.71,33.8,33.8,33.75,33.8,46,2022-07-25 12:00:00
33.71,33.8,33.9,33.8,33.9,299,2022-07-25 12:01:00
33.71,33.9,33.9,33.85,33.9,647,2022-07-25 12:02:00
33.72,33.9,34.0,33.9,34.0,1059,2022-07-25 12:03:00
33.72,34.0,34.0,33.9,33.9,271,2022-07-25 12:04:00
33.72,33.9,33.95,33.9,33.95,201,2022-07-25 12:05:00
33.72,33.95,34.0,33.95,34.0,71,2022-07-25 12:06:00
33.73,33.95,34.0,33.95,34.0,90,2022-07-25 12:07:00
33.73,34.0,34.0,33.95,34.0,40,2022-07-25 12:08:00
33.73,34.0,34.0,33.95,34.0,56,2022-07-25 12:09:00
33.73,33.95,33.95,33.9,33.95,61,2022-07-25 12:10:00
33.73,33.95,33.95,33.9,33.95,16,2022-07-25 12:11:00
33.73,33.9,33.95,33.9,33.95,47,2022-07-25 12:12:00
33.73,33.95,34.0,33.95,33.95,154,2022-07-25 12:13:00
33.74,34.0,34.0,33.95,34.0,1138,2022-07-25 12:14:00
33.74,34.0,34.05,33.95,34.05,206,2022-07-25 12:15:00
33.75,34.05,34.15,34.05,34.1,664,2022-07-25 12:16:00
33.75,34.1,34.1,34.05,34.05,130,2022-07-25 12:17:00
33.75,34.05,34.1,34.05,34.1,314,2022-07-25 12:18:00
33.75,34.1,34.1,34.05,34.1,143,2022-07-25 12:19:00
33.75,34.1,34.1,34.05,34.05,108,2022-07-25 12:20:00
33.75,34.05,34.05,34.0,34.0,70,2022-07-25 12:21:00
33.75,34.0,34.05,34.0,34.0,122,2022-07-25 12:22:00
33.75,34.0,34.0,33.95,33.95,78,2022-07-25 12:23:00
33.75,33.95,34.0,33.95,33.95,87,2022-07-25 12:24:00
33.75,34.0,34.0,33.95,34.0,8,2022-07-25 12:25:00
33.75,34.0,34.0,33.95,34.0,7,2022-07-25 12:26:00
33.75,33.95,34.0,33.95,33.95,30,2022-07-25 12:27:00
33.75,33.95,34.0,33.95,33.95,31,2022-07-25 12:28:00
33.76,33.95,34.0,33.9,33.95,209,2022-07-25 12:29:00
33.76,33.95,34.05,33.95,34.0,354,2022-07-25 12:30:00
33.76,34.0,34.05,34.0,34.0,61,2022-07-25 12:31:00
33.76,34.0,34.05,34.0,34.05,11,2022-07-25 12:32:00
33.76,34.05,34.05,34.0,34.05,39,2022-07-25 12:33:00
33.76,34.0,34.05,34.0,34.0,21,2022-07-25 12:34:00
33.76,34.0,34.05,34.0,34.0,13,2022-07-25 12:35:00
33.76,34.0,34.05,33.95,34.05,197,2022-07-25 12:36:00
33.76,34.0,34.05,34.0,34.05,33,2022-07-25 12:37:00
33.76,34.0,34.05,34.0,34.0,70,2022-07-25 12:38:00
33.76,34.0,34.05,33.95,33.95,113,2022-07-25 12:39:00
33.76,34.0,34.05,34.0,34.0,42,2022-07-25 12:40:00
33.76,34.0,34.05,33.95,33.95,251,2022-07-25 12:41:00
33.77,34.0,34.1,34.0,34.05,291,2022-07-25 12:42:00
33.77,34.05,34.1,34.0,34.05,158,2022-07-25 12:43:00
33.77,34.05,34.05,34.0,34.05,240,2022-07-25 12:44:00
33.77,34.0,34.05,34.0,34.05,20,2022-07-25 12:45:00
33.77,34.05,34.05,34.0,34.0,15,2022-07-25 12:46:00
33.77,34.0,34.05,33.95,34.0,91,2022-07-25 12:47:00
33.77,34.0,34.05,34.0,34.0,56,2022-07-25 12:48:00
33.77,34.0,34.05,33.95,33.95,121,2022-07-25 12:49:00
33.77,34.0,34.05,33.95,34.0,44,2022-07-25 12:50:00
33.77,34.0,34.05,34.0,34.0,66,2022-07-25 12:51:00
33.77,33.95,34.0,33.95,33.95,29,2022-07-25 12:52:00
33.77,33.95,34.0,33.95,34.0,12,2022-07-25 12:53:00
33.77,33.95,34.0,33.95,34.0,8,2022-07-25 12:54:00
33.77,33.95,34.0,33.95,34.0,6,2022-07-25 12:55:00
33.77,34.0,34.0,33.95,34.0,15,2022-07-25 12:56:00
33.77,34.0,34.0,34.0,34.0,4,2022-07-25 12:57:00
33.77,33.95,34.0,33.95,33.95,59,2022-07-25 12:58:00
33.77,33.95,33.95,33.9,33.95,144,2022-07-25 12:59:00
33.77,33.9,33.95,33.9,33.9,73,2022-07-25 13:00:00
33.78,33.9,34.05,33.9,34.05,642,2022-07-25 13:01:00
33.78,34.0,34.05,34.0,34.05,36,2022-07-25 13:02:00
33.78,34.05,34.05,34.0,34.0,94,2022-07-25 13:03:00
33.78,34.0,34.0,33.95,33.95,110,2022-07-25 13:04:00
33.78,33.95,34.0,33.95,33.95,13,2022-07-25 13:05:00
33.78,33.95,33.95,33.95,33.95,43,2022-07-25 13:06:00
33.78,33.95,34.0,33.95,33.95,40,2022-07-25 13:07:00
33.78,33.95,34.0,33.95,33.95,63,2022-07-25 13:08:00
33.78,33.95,34.0,33.9,33.95,75,2022-07-25 13:09:00
33.78,33.95,34.0,33.95,34.0,281,2022-07-25 13:10:00
33.78,34.0,34.0,33.95,34.0,25,2022-07-25 13:11:00
33.78,33.95,34.0,33.95,33.95,28,2022-07-25 13:12:00
33.78,33.95,34.0,33.95,33.95,62,2022-07-25 13:13:00
33.78,34.0,34.0,33.95,33.95,39,2022-07-25 13:14:00
33.78,33.95,34.0,33.95,34.0,372,2022-07-25 13:15:00
33.78,34.0,34.0,33.95,34.0,397,2022-07-25 13:16:00
33.78,33.95,34.0,33.95,33.95,73,2022-07-25 13:17:00
33.79,34.0,34.0,33.95,34.0,201,2022-07-25 13:18:00
33.79,34.0,34.05,33.95,34.0,310,2022-07-25 13:19:00
33.79,34.0,34.0,33.95,34.0,130,2022-07-25 13:20:00
33.79,33.95,34.0,33.95,33.95,152,2022-07-25 13:21:00
33.79,34.0,34.0,33.95,33.95,162,2022-07-25 13:22:00
33.79,33.95,34.0,33.95,33.95,187,2022-07-25 13:23:00
33.79,33.95,34.0,33.9,33.9,289,2022-07-25 13:24:00
33.79,33.9,33.95,33.9,33.9,249,2022-07-25 13:25:00
33.8,33.95,33.95,33.95,33.95,2959,2022-07-25 13:30:00
