a,o,h,l,c,v,t
87.34,87.2,87.2,87.1,87.1,21,2022-07-25 10:03:00
87.34,87.1,87.2,87.1,87.1,56,2022-07-25 10:04:00
87.34,87.1,87.1,87.0,87.0,255,2022-07-25 10:05:00
87.33,87.0,87.0,86.9,87.0,26,2022-07-25 10:06:00
87.33,87.0,87.0,86.9,87.0,120,2022-07-25 10:07:00
87.33,87.0,87.1,87.0,87.0,58,2022-07-25 10:08:00
87.33,87.0,87.0,86.9,87.0,24,2022-07-25 10:09:00
87.33,87.0,87.0,86.9,87.0,25,2022-07-25 10:10:00
87.33,87.0,87.0,86.9,87.0,27,2022-07-25 10:11:00
87.33,86.9,87.0,86.9,86.9,48,2022-07-25 10:12:00
87.33,86.9,87.0,86.9,87.0,39,2022-07-25 10:13:00
87.33,86.9,87.1,86.9,87.1,90,2022-07-25 10:14:00
87.33,87.1,87.1,87.0,87.1,12,2022-07-25 10:15:00
87.33,87.0,87.1,87.0,87.0,21,2022-07-25 10:16:00
87.33,87.0,87.1,87.0,87.0,62,2022-07-25 10:17:00
87.33,87.0,87.0,86.9,87.0,131,2022-07-25 10:18:00
87.32,86.9,87.0,86.9,87.0,19,2022-07-25 10:19:00
87.32,87.0,87.0,87.0,87.0,19,2022-07-25 10:20:00
87.32,86.9,87.0,86.9,87.0,32,2022-07-25 10:21:00
87.32,87.0,87.0,86.9,87.0,66,2022-07-25 10:22:00
87.32,87.0,87.1,87.0,87.1,12,2022-07-25 10:23:00
87.32,87.1,87.1,87.0,87.0,9,2022-07-25 10:24:00
87.32,87.0,87.0,86.9,86.9,87,2022-07-25 10:25:00
87.32,86.9,87.0,86.9,86.9,191,2022-07-25 10:26:00
87.32,86.9,87.0,86.9,87.0,72,2022-07-25 10:27:00
87.32,87.0,87.0,86.9,86.9,90,2022-07-25 10:28:00
87.32,86.9,87.0,86.9,86.9,38,2022-07-25 10:29:00
87.31,86.9,86.9,86.9,86.9,32,2022-07-25 10:30:00
87.31,86.9,86.9,86.6,86.7,428,2022-07-25 10:31:00
87.3,86.7,86.8,86.7,86.7,134,2022-07-25 10:32:00
87.3,86.7,86.7,86.6,86.7,157,2022-07-25 10:33:00
87.3,86.7,86.8,86.7,86.7,10,2022-07-25 10:34:00
87.3,86.7,86.8,86.7,86.7,99,2022-07-25 10:35:00
87.3,86.7,86.7,86.7,86.7,30,2022-07-25 10:36:00
87.29,86.7,86.8,86.7,86.8,21,2022-07-25 10:37:00
87.29,86.7,86.8,86.7,86.7,6,2022-07-25 10:38:00
87.29,86.8,86.8,86.7,86.8,9,2022-07-25 10:39:00
87.29,86.8,86.8,86.7,86.8,35,2022-07-25 10:40:00
87.29,86.8,86.9,86.8,86.9,170,2022-07-25 10:41:00
87.29,86.9,87.0,86.9,86.9,36,2022-07-25 10:42:00
87.29,86.9,86.9,86.8,86.8,66,2022-07-25 10:43:00
87.29,86.8,86.9,86.8,86.9,16,2022-07-25 10:44:00
87.29,86.9,86.9,86.8,86.9,18,2022-07-25 10:45:00
87.29,86.9,86.9,86.8,86.9,12,2022-07-25 10:46:00
87.29,86.8,86.9,86.8,86.9,16,2022-07-25 10:47:00
87.29,86.9,86.9,86.8,86.8,30,2022-07-25 10:48:00
87.29,86.8,86.9,86.8,86.9,24,2022-07-25 10:49:00
87.29,86.8,86.8,86.7,86.7,95,2022-07-25 10:50:00
87.29,86.7,86.8,86.7,86.8,11,2022-07-25 10:51:00
87.28,86.8,86.9,86.8,86.9,66,2022-07-25 10:52:00
87.28,86.8,86.8,86.7,86.7,138,2022-07-25 10:53:00
87.28,86.7,86.8,86.7,86.8,66,2022-07-25 10:54:00
87.28,86.8,86.8,86.8,86.8,95,2022-07-25 10:55:00
87.28,86.8,86.8,86.8,86.8,100,2022-07-25 10:56:00
87.28,86.8,86.9,86.7,86.8,57,2022-07-25 10:57:00
87.27,86.9,86.9,86.7,86.8,76,2022-07-25 10:58:00
87.26,86.8,86.8,86.6,86.7,443,2022-07-25 10:59:00
87.26,86.7,86.7,86.7,86.7,88,2022-07-25 11:00:00
87.26,86.8,86.8,86.8,86.8,26,2022-07-25 11:01:00
87.26,86.8,86.8,86.7,86.8,93,2022-07-25 11:02:00
87.26,86.8,86.9,86.7,86.9,43,2022-07-25 11:03:00
87.26,86.8,86.8,86.8,86.8,34,2022-07-25 11:04:00
87.26,86.9,86.9,86.7,86.8,51,2022-07-25 11:05:00
87.26,86.7,86.8,86.7,86.8,71,2022-07-25 11:06:00
87.25,86.8,86.8,86.7,86.7,143,2022-07-25 11:07:00
87.25,86.7,86.8,86.7,86.7,7,2022-07-25 11:08:00
87.25,86.7,86.8,86.7,86.8,28,2022-07-25 11:09:00
87.25,86.7,86.8,86.7,86.8,7,2022-07-25 11:10:00
87.25,86.8,86.8,86.7,86.8,59,2022-07-25 11:11:00
87.25,86.8,86.8,86.7,86.8,14,2022-07-25 11:12:00
87.25,86.8,86.8,86.7,86.8,13,2022-07-25 11:13:00
87.25,86.8,86.8,86.7,86.8,82,2022-07-25 11:14:00
87.25,86.8,86.9,86.8,86.9,8,2022-07-25 11:15:00
87.25,86.8,86.8,86.8,86.8,20,2022-07-25 11:16:00
87.25,86.8,86.9,86.8,86.9,10,2022-07-25 11:17:00
87.25,86.9,86.9,86.8,86.9,48,2022-07-25 11:18:00
87.25,86.9,86.9,86.8,86.9,45,2022-07-25 11:19:00
87.25,86.9,87.0,86.9,86.9,71,2022-07-25 11:20:00
87.25,86.9,86.9,86.9,86.9,3,2022-07-25 11:21:00
87.25,86.9,87.0,86.9,87.0,8,2022-07-25 11:22:00
87.25,87.0,87.0,86.9,87.0,54,2022-07-25 11:23:00
87.25,87.0,87.0,86.9,86.9,9,2022-07-25 11:24:00
87.25,87.0,87.0,87.0,87.0,4,2022-07-25 11:25:00
87.25,87.0,87.0,86.9,87.0,12,2022-07-25 11:26:00
87.25,87.0,87.0,86.9,86.9,17,2022-07-25 11:27:00
87.25,86.9,87.0,86.9,87.0,7,2022-07-25 11:28:00
87.25,87.0,87.0,86.9,87.0,14,2022-07-25 11:29:00
87.25,87.0,87.0,86.9,87.0,11,2022-07-25 11:30:00
87.25,87.0,87.0,86.9,87.0,24,2022-07-25 11:31:00
87.25,87.0,87.0,86.9,87.0,13,2022-07-25 11:32:00
87.25,87.0,87.2,87.0,87.2,290,2022-07-25 11:33:00
87.25,87.2,87.2,87.1,87.2,73,2022-07-25 11:34:00
87.24,87.2,87.3,87.1,87.2,68,2022-07-25 11:35:00
87.24,87.2,87.2,87.1,87.2,32,2022-07-25 11:36:00
87.24,87.1,87.2,87.1,87.2,50,2022-07-25 11:37:00
87.24,87.1,87.2,87.0,87.1,31,2022-07-25 11:38:00
87.24,87.1,87.1,87.1,87.1,33,2022-07-25 11:39:00
87.24,87.2,87.2,87.2,87.2,2,2022-07-25 11:40:00
87.24,87.2,87.2,87.2,87.2,5,2022-07-25 11:41:00
87.24,87.2,87.2,87.2,87.2,23,2022-07-25 11:42:00
87.24,87.2,87.2,87.2,87.2,35,2022-07-25 11:43:00
87.24,87.2,87.2,87.0,87.1,92,2022-07-25 11:44:00
87.24,87.1,87.1,87.0,87.0,12,2022-07-25 11:45:00
87.24,87.1,87.1,87.0,87.0,91,2022-07-25 11:46:00
87.24,87.0,87.0,86.9,87.0,20,2022-07-25 11:47:00
87.24,87.0,87.0,87.0,87.0,13,2022-07-25 11:48:00
87.24,87.0,87.1,87.0,87.0,14,2022-07-25 11:49:00
87.24,87.0,87.1,87.0,87.0,35,2022-07-25 11:50:00
87.24,87.0,87.0,87.0,87.0,18,2022-07-25 11:51:00
87.24,87.0,87.1,87.0,87.1,15,2022-07-25 11:52:00
87.24,87.0,87.0,87.0,87.0,21,2022-07-25 11:53:00
87.24,87.0,87.1,87.0,87.0,36,2022-07-25 11:54:00
87.24,87.0,87.0,87.0,87.0,6,2022-07-25 11:55:00
87.24,87.0,87.0,87.0,87.0,26,2022-07-25 11:56:00
87.24,87.0,87.0,86.9,87.0,6,2022-07-25 11:57:00
87.24,87.0,87.0,86.9,87.0,33,2022-07-25 11:58:00
87.24,87.0,87.1,87.0,87.1,9,2022-07-25 11:59:00
87.24,87.0,87.1,87.0,87.0,7,2022-07-25 12:00:00
87.24,87.1,87.1,87.0,87.0,66,2022-07-25 12:01:00
87.24,87.2,87.2,87.0,87.1,37,2022-07-25 12:02:00
87.24,87.2,87.2,87.2,87.2,83,2022-07-25 12:03:00
87.24,87.2,87.3,87.2,87.3,96,2022-07-25 12:04:00
87.24,87.3,87.3,87.2,87.3,32,2022-07-25 12:05:00
87.24,87.3,87.3,87.2,87.3,24,2022-07-25 12:06:00
87.24,87.2,87.3,87.1,87.1,97,2022-07-25 12:07:00
87.24,87.2,87.2,87.1,87.1,18,2022-07-25 12:08:00
87.24,87.1,87.2,87.1,87.2,25,2022-07-25 12:09:00
87.24,87.2,87.3,87.2,87.2,90,2022-07-25 12:10:00
87.24,87.2,87.3,87.2,87.2,8,2022-07-25 12:11:00
87.24,87.2,87.2,87.1,87.2,20,2022-07-25 12:12:00
87.24,87.2,87.2,87.1,87.2,10,2022-07-25 12:13:00
87.24,87.2,87.2,87.1,87.2,53,2022-07-25 12:14:00
87.24,87.2,87.2,87.1,87.2,18,2022-07-25 12:15:00
87.24,87.1,87.2,87.1,87.2,13,2022-07-25 12:16:00
87.24,87.2,87.2,87.1,87.2,33,2022-07-25 12:17:00
87.24,87.2,87.2,87.2,87.2,66,2022-07-25 12:18:00
87.24,87.2,87.2,87.2,87.2,67,2022-07-25 12:19:00
87.24,87.1,87.2,87.1,87.2,56,2022-07-25 12:20:00
87.24,87.2,87.2,87.1,87.1,183,2022-07-25 12:21:00
87.24,87.1,87.1,87.0,87.1,18,2022-07-25 12:22:00
87.24,87.0,87.1,87.0,87.0,209,2022-07-25 12:23:00
87.24,87.0,87.0,86.9,87.0,30,2022-07-25 12:24:00
87.24,87.0,87.0,86.9,87.0,35,2022-07-25 12:25:00
87.24,87.0,87.0,86.9,86.9,12,2022-07-25 12:26:00
87.24,86.9,87.0,86.9,86.9,26,2022-07-25 12:27:00
87.24,86.9,87.0,86.9,86.9,22,2022-07-25 12:28:00
87.24,86.9,87.0,86.9,87.0,19,2022-07-25 12:29:00
87.24,87.0,87.0,86.9,86.9,40,2022-07-25 12:30:00
87.24,87.0,87.1,86.9,87.1,18,2022-07-25 12:31:00
87.24,87.0,87.1,87.0,87.0,16,2022-07-25 12:32:00
87.23,87.0,87.1,87.0,87.1,64,2022-07-25 12:33:00
87.23,87.0,87.1,87.0,87.1,29,2022-07-25 12:34:00
87.23,87.0,87.1,87.0,87.0,27,2022-07-25 12:35:00
87.23,87.0,87.1,87.0,87.1,43,2022-07-25 12:36:00
87.23,87.0,87.1,87.0,87.1,51,2022-07-25 12:37:00
87.23,87.1,87.1,87.0,87.1,37,2022-07-25 12:38:00
87.23,87.1,87.1,87.0,87.1,22,2022-07-25 12:39:00
87.23,87.1,87.1,87.0,87.1,30,2022-07-25 12:40:00
87.23,87.1,87.2,87.0,87.0,22,2022-07-25 12:41:00
87.23,87.0,87.1,87.0,87.1,24,2022-07-25 12:42:00
87.23,87.1,87.1,87.0,87.1,24,2022-07-25 12:43:00
87.23,87.0,87.1,87.0,87.0,35,2022-07-25 12:44:00
87.23,87.0,87.1,87.0,87.1,35,2022-07-25 12:45:00
87.23,87.0,87.1,87.0,87.1,32,2022-07-25 12:46:00
87.23,87.0,87.1,87.0,87.0,33,2022-07-25 12:47:00
87.23,87.0,87.1,87.0,87.1,67,2022-07-25 12:48:00
87.23,87.0,87.1,87.0,87.1,39,2022-07-25 12:49:00
87.23,87.0,87.1,87.0,87.1,40,2022-07-25 12:50:00
87.23,87.0,87.1,87.0,87.1,36,2022-07-25 12:51:00
87.23,87.0,87.1,87.0,87.0,281,2022-07-25 12:52:00
87.23,87.0,87.0,86.9,86.9,42,2022-07-25 12:53:00
87.23,86.9,87.0,86.9,86.9,48,2022-07-25 12:54:00
87.23,86.9,86.9,86.8,86.9,142,2022-07-25 12:55:00
87.23,86.9,86.9,86.8,86.9,38,2022-07-25 12:56:00
87.22,86.8,86.9,86.8,86.8,323,2022-07-25 12:57:00
87.22,86.8,86.8,86.7,86.7,29,2022-07-25 12:58:00
87.22,86.7,86.8,86.6,86.7,325,2022-07-25 12:59:00
87.21,86.7,86.8,86.6,86.7,118,2022-07-25 13:00:00
87.21,86.7,87.0,86.7,86.9,441,2022-07-25 13:01:00
87.21,86.9,87.0,86.9,86.9,30,2022-07-25 13:02:00
87.21,86.9,86.9,86.8,86.9,84,2022-07-25 13:03:00
87.21,87.0,87.0,86.9,86.9,15,2022-07-25 13:04:00
87.21,86.9,87.0,86.8,86.9,46,2022-07-25 13:05:00
87.21,86.8,86.9,86.8,86.8,82,2022-07-25 13:06:00
87.21,86.8,86.9,86.8,86.8,39,2022-07-25 13:07:00
87.21,86.8,86.9,86.8,86.9,59,2022-07-25 13:08:00
87.2,86.8,86.9,86.8,86.8,75,2022-07-25 13:09:00
87.2,86.8,86.9,86.7,86.8,153,2022-07-25 13:10:00
87.2,86.8,86.9,86.8,86.8,98,2022-07-25 13:11:00
87.2,86.8,86.9,86.8,86.8,95,2022-07-25 13:12:00
87.2,86.8,86.8,86.7,86.8,279,2022-07-25 13:13:00
87.2,86.7,86.8,86.7,86.7,88,2022-07-25 13:14:00
87.19,86.7,86.8,86.7,86.7,74,2022-07-25 13:15:00
87.19,86.8,87.0,86.8,86.9,324,2022-07-25 13:16:00
87.19,87.0,87.0,86.9,86.9,38,2022-07-25 13:17:00
87.19,86.9,87.0,86.8,86.9,140,2022-07-25 13:18:00
87.19,87.0,87.0,86.8,86.9,81,2022-07-25 13:19:00
87.19,86.9,86.9,86.8,86.8,133,2022-07-25 13:20:00
87.19,86.8,86.9,86.8,86.9,77,2022-07-25 13:21:00
87.18,86.9,87.0,86.8,86.9,408,2022-07-25 13:22:00
87.18,87.0,87.1,86.9,87.1,218,2022-07-25 13:23:00
87.18,87.0,87.1,87.0,87.1,162,2022-07-25 13:24:00
87.18,87.0,87.1,87.0,87.0,242,2022-07-25 13:25:00
87.16,86.9,86.9,86.9,86.9,3170,2022-07-25 13:30:00
